10,3718,,,PST,VDC,m/s,degtrue,deg,m/s,m/s,m/s,m/s,m/s,m/s,degtrue,deg,m/s,m/s,m/s,m/s,m/s,deg C
10,3718,2007,18,230,12.38,2.107,119.4,2.172,2.491,.158,1.337,1.951,.454,1.925,115.3,2.374,2.185,.171,2.341,2.694,.17,-6.451
10,3718,2007,18,240,12.39,2.218,120.6,2.961,2.644,.155,1.592,3.393,.38,1.833,117.5,4.009,2.338,.26,2.243,2.637,.246,-6.548
10,3718,2007,18,250,12.39,2.086,120.2,3.481,2.491,.139,1.324,1.906,.476,1.959,116.3,3.637,2.338,.17,2.372,2.65,.144,-6.601
10,3718,2007,18,300,12.38,2.074,115.4,3.538,2.491,.123,1.131,1.717,.466,1.709,112.1,4.244,2.185,.197,2.136,2.526,.187,-6.659
10,3718,2007,18,310,12.38,2.214,117.4,2.35,2.644,.147,1.6,2.032,.325,1.968,113.7,3.254,2.338,.158,2.406,2.749,.177,-6.728
10,3718,2007,18,320,12.38,2.196,120.8,3.108,2.644,.195,1.676,2.14,.304,1.791,118.5,4.284,2.491,.271,2.178,2.742,.224,-6.709
10,3718,2007,18,330,12.39,2.467,123.2,2.767,2.95,.203,-9999,-9999,-9999,2.138,121.5,3.517,2.644,.325,2.486,3.049,.279,-6.744
10,3718,2007,18,340,12.39,2.529,119.9,2.685,2.797,.167,-9999,-9999,-9999,2.142,117.4,3.529,2.644,.262,2.509,2.937,.226,-6.763
10,3718,2007,18,350,12.38,2.427,119.8,2.377,2.797,.256,-9999,-9999,-9999,2.13,115.9,4.062,2.644,.26,2.498,2.961,.24,-6.763
10,3718,2007,18,400,12.38,2.319,119.4,2.673,2.644,.171,-9999,-9999,-9999,2.005,117.2,3.34,2.338,.231,2.394,2.759,.243,-6.781
10,3718,2007,18,410,12.38,2.145,119.5,2.94,2.491,.17,-9999,-9999,-9999,1.815,117.3,3.364,2.185,.221,2.168,2.664,.192,-6.825
10,3718,2007,18,420,12.37,1.7,116,3.22,2.032,.186,-9999,-9999,-9999,1.401,111.8,3.111,1.879,.199,1.81,2.278,.176,-6.805
10,3718,2007,18,430,12.36,1.898,113.3,2.674,2.338,.166,-9999,-9999,-9999,1.519,111.5,3.44,1.879,.259,1.944,2.324,.237,-6.795
10,3718,2007,18,440,12.36,2.166,114.3,2.158,2.491,.135,-9999,-9999,-9999,1.768,113.1,3.3,2.032,.208,2.213,2.517,.178,-6.756
10,3718,2007,18,450,12.37,2.175,116.3,2.831,2.491,.146,1.667,2.11,.261,1.805,115.2,3.375,2.185,.185,2.209,2.537,.166,-6.772
10,3718,2007,18,500,12.37,2.263,117.7,2.746,2.644,.172,1.84,2.187,.218,1.78,116.6,3.276,2.338,.254,2.161,2.738,.211,-6.772
10,3718,2007,18,510,12.37,2.139,118.5,3.379,2.491,.158,1.665,2.044,.265,1.889,115.9,3.357,2.338,.18,2.299,2.722,.206,-6.775
10,3718,2007,18,520,12.36,2.112,121.3,3.196,2.491,.201,1.616,2.176,.335,1.602,119.7,4.051,2.032,.311,2,2.476,.257,-6.777
10,3718,2007,18,530,12.36,1.985,121.6,3.345,2.491,.23,1.331,2.002,.511,1.563,119.8,4.426,2.032,.25,1.918,2.388,.259,-6.802
10,3718,2007,18,540,12.36,1.94,122.3,2.226,2.338,.169,1.304,1.816,.446,1.653,118.9,3.145,2.032,.209,2.017,2.341,.173,-6.808
10,3718,2007,18,550,12.35,1.804,115.5,3.414,2.338,.261,.998,1.866,.564,1.452,111,3.555,1.879,.348,1.834,2.408,.399,-6.781
10,3718,2007,18,600,12.36,2.21,118.3,2.866,2.491,.091,-9999,-9999,-9999,1.924,115.8,2.996,2.338,.181,2.343,2.698,.159,-6.815
10,3718,2007,18,610,12.36,2.392,124,3.222,2.797,.195,-9999,-9999,-9999,1.831,122.8,4.09,2.185,.264,2.226,2.688,.177,-6.913
10,3718,2007,18,620,12.36,2.171,135.2,5.753,2.95,.333,-9999,-9999,-9999,1.449,134.7,6.339,2.185,.364,2.24,2.674,.279,-6.969
10,3718,2007,18,630,12.35,2.088,141.7,2.884,2.338,.16,-9999,-9999,-9999,1.128,138.8,3.902,1.726,.301,2.054,2.498,.207,-6.977
10,3718,2007,18,640,12.34,1.832,146.8,6.195,2.185,.129,-9999,-9999,-9999,1.139,135.1,7.18,1.726,.255,1.857,2.308,.178,-7.02
10,3718,2007,18,650,12.34,1.726,136.9,4.754,2.032,.168,1.156,1.581,.411,1.342,126.6,3.002,1.726,.228,1.911,2.126,.093,-7.03
10,3718,2007,18,700,12.34,1.847,136.9,3.093,2.185,.173,1.413,1.82,.321,1.189,128.1,4.721,1.726,.331,1.814,2.22,.207,-7.01
10,3718,2007,18,710,12.07,1.426,145.2,9.57,1.879,.253,.736,1.519,.502,.971,128.3,4.516,1.42,.226,1.632,2.051,.332,-7.07
10,3718,2007,18,720,12.07,1.373,140.4,8.92,2.032,.222,.518,1.403,.367,1.37,122.7,3.785,1.726,.205,-9999,-9999,-9999,-7.21
10,3718,2007,18,730,12.05,1.352,130,6.651,1.726,.157,.434,1.311,.256,1.015,114,5.185,1.42,.187,-9999,-9999,-9999,-7.21
10,3718,2007,18,740,12.05,1.369,117.3,11.52,1.879,.262,.647,1.452,.441,1.021,105.1,8.88,1.879,.352,-9999,-9999,-9999,-7.14
10,3718,2007,18,750,12.04,1.781,112.8,4.93,2.032,.146,1.309,1.684,.392,1.414,107.1,6.538,1.726,.199,-9999,-9999,-9999,-7.17
10,3718,2007,18,800,12.03,1.16,131.6,9.39,1.573,.244,.37,1.277,.134,.795,118.6,4.41,1.42,.334,-9999,-9999,-9999,-7.11
10,3718,2007,18,810,12.14,1.573,115.8,6.295,2.032,.287,.907,1.661,.513,1.15,110.3,4.116,1.42,.193,-9999,-9999,-9999,-7.02
10,3718,2007,18,820,12.29,1.824,108.3,4.027,2.185,.138,1.126,1.751,.449,1.252,114.1,4.511,1.726,.266,-9999,-9999,-9999,-6.877
10,3718,2007,18,830,12.33,1.304,117.7,5.603,2.032,.221,.389,1.365,.192,.589,115.6,5.703,1.114,.22,-9999,-9999,-9999,-6.752
10,3718,2007,18,840,12.35,1.365,134.5,4.005,2.032,.228,.604,1.673,.459,.853,130.8,4.48,1.573,.232,-9999,-9999,-9999,-6.569
10,3718,2007,18,850,12.42,1.063,136.8,4.794,1.573,.231,-9999,-9999,-9999,.702,130.7,6.861,1.267,.213,-9999,-9999,-9999,-6.353
10,3718,2007,18,900,12.42,.893,126.2,8.3,1.267,.15,-9999,-9999,-9999,.613,118.3,5.294,1.42,.193,-9999,-9999,-9999,-6.295
10,3718,2007,18,910,12.45,.933,137.5,3.557,1.267,.122,-9999,-9999,-9999,.522,129.9,4.705,.961,.189,-9999,-9999,-9999,-6.183
10,3718,2007,18,920,12.49,.516,138.9,0,.808,.164,-9999,-9999,-9999,.352,131.8,.037,.502,.02,-9999,-9999,-9999,-5.926
10,3718,2007,18,930,12.58,.677,129.6,7,1.114,.196,-9999,-9999,-9999,.36,116.9,7.5,.655,.049,-9999,-9999,-9999,-5.855
10,3718,2007,18,940,12.71,.649,149.1,16.45,.961,.132,-9999,-9999,-9999,.352,126.9,20.58,.655,.028,-9999,-9999,-9999,-5.694
10,3718,2007,18,950,12.73,.545,167.7,6.937,.961,.147,-9999,-9999,-9999,.349,154.2,7.05,.349,0,-9999,-9999,-9999,-5.317
10,3718,2007,18,1000,12.8,.389,145.1,10.16,.655,.094,-9999,-9999,-9999,.349,136.1,21.34,.349,0,-9999,-9999,-9999,-5.166
10,3718,2007,18,1010,12.9,.542,92.4,18.85,.961,.185,-9999,-9999,-9999,.357,86.7,2.307,.655,.039,-9999,-9999,-9999,-5.08
10,3718,2007,18,1020,13.08,.672,101,13.37,.961,.128,-9999,-9999,-9999,.387,90.2,3.923,.808,.101,-9999,-9999,-9999,-4.969
10,3718,2007,18,1030,13.45,.513,108,7.7,.961,.165,-9999,-9999,-9999,.349,94.8,.529,.349,0,-9999,-9999,-9999,-4.638
10,3718,2007,18,1040,13.72,.427,121.3,17.6,1.114,.153,-9999,-9999,-9999,.358,97.6,11.55,.808,.053,-9999,-9999,-9999,-4.546
10,3718,2007,18,1050,13.71,.52,107.2,12.92,1.114,.197,-9999,-9999,-9999,.35,83.5,15.97,.502,.014,-9999,-9999,-9999,-4.284
10,3718,2007,18,1100,13.86,.403,51.92,27.71,.808,.12,-9999,-9999,-9999,.459,41.51,14.64,.961,.183,-9999,-9999,-9999,-4.273
10,3718,2007,18,1110,13.71,.709,39.4,11.72,1.42,.255,-9999,-9999,-9999,.617,36.73,7.44,1.267,.303,-9999,-9999,-9999,-4.521
10,3718,2007,18,1120,13.73,.564,68.98,12.62,.961,.21,-9999,-9999,-9999,.363,51.89,8.07,.655,.059,-9999,-9999,-9999,-4.457
10,3718,2007,18,1130,13.84,.738,23.91,13.22,1.573,.336,-9999,-9999,-9999,.651,23.44,10.05,1.42,.331,-9999,-9999,-9999,-4.335
10,3718,2007,18,1140,13.82,1.628,11.01,7.08,2.185,.246,-9999,-9999,-9999,1.417,15.36,8.68,2.032,.274,1.601,2.316,.327,-4.294
10,3718,2007,18,1150,13.82,1.499,13.86,13.64,2.491,.481,-9999,-9999,-9999,1.3,20.67,10.28,2.338,.45,1.24,2.428,.71,-4.223
10,3718,2007,18,1200,13.81,.979,23.35,11.17,1.879,.364,-9999,-9999,-9999,.706,24.09,7.12,1.573,.358,.714,1.797,.51,-4.275
10,3718,2007,18,1210,13.76,1.19,20.42,9.2,1.726,.209,-9999,-9999,-9999,.821,21.16,9.91,1.267,.284,.751,1.66,.484,-4.221
10,3718,2007,18,1220,13.6,1.088,13.76,12.75,2.185,.334,-9999,-9999,-9999,.835,16.92,14.25,1.573,.328,.742,1.737,.491,-4.261
10,3718,2007,18,1230,13.6,.813,6.3,15.58,1.42,.246,-9999,-9999,-9999,.422,8.99,21.25,.961,.145,.369,1.205,.127,-4.078
10,3718,2007,18,1240,13.83,1.229,4.475,13.95,2.185,.294,-9999,-9999,-9999,.895,10.31,14.98,2.032,.431,.89,2.243,.575,-3.982
10,3718,2007,18,1250,13.8,.927,302.7,31.47,1.573,.366,-9999,-9999,-9999,.682,305.9,31.3,1.573,.402,.584,1.767,.443,-3.834
10,3718,2007,18,1300,13.66,.637,244.5,11.18,1.267,.274,-9999,-9999,-9999,.383,231.7,12.7,.961,.111,.349,.349,0,-3.849
10,3718,2007,18,1310,13.62,1.06,253.9,7.01,1.726,.227,-9999,-9999,-9999,.964,251.3,7.68,1.573,.325,.901,1.743,.532,-3.669
10,3718,2007,18,1320,13.64,1.145,259.3,7.94,1.726,.243,-9999,-9999,-9999,.983,262.8,8.93,1.726,.389,.934,1.829,.574,-3.475
10,3718,2007,18,1330,13.56,1.074,270.2,8.77,1.573,.183,-9999,-9999,-9999,.821,276.6,10.72,1.42,.324,1.099,1.818,.491,-3.465
10,3718,2007,18,1340,13.56,.913,265.7,7.16,1.42,.169,-9999,-9999,-9999,.508,264.9,8.28,1.267,.24,.659,1.576,.452,-3.492
10,3718,2007,18,1350,13.57,1.055,275.8,13.28,1.573,.189,-9999,-9999,-9999,.799,270.6,11.31,1.726,.346,1.074,2.047,.552,-3.438
10,3718,2007,18,1400,13.67,1.31,312,11.26,1.879,.246,-9999,-9999,-9999,1.072,314.7,13.31,1.726,.394,1.03,2.093,.59,-3.282
10,3718,2007,18,1410,13.69,.969,319.9,11.55,1.42,.271,-9999,-9999,-9999,.739,317.9,11.02,2.032,.38,.705,2.015,.513,-3.318
10,3718,2007,18,1420,13.74,.731,290.2,14.45,1.267,.251,-9999,-9999,-9999,.406,288.8,18.3,1.114,.145,.488,1.512,.334,-3.34
10,3718,2007,18,1430,13.62,.807,268.5,19.82,1.267,.227,-9999,-9999,-9999,.543,265.8,21.12,1.267,.263,.642,1.638,.453,-3.313
10,3718,2007,18,1440,13.54,1.129,302.2,17.43,1.726,.229,-9999,-9999,-9999,.777,306.2,14.71,1.879,.391,.917,2.029,.563,-3.173
10,3718,2007,18,1450,13.47,1.036,265.6,15.09,1.879,.237,-9999,-9999,-9999,.702,274.1,17.82,1.726,.418,.855,2.033,.599,-3.26
10,3718,2007,18,1500,13.35,.813,257.2,17.02,1.42,.265,-9999,-9999,-9999,.55,269.1,15.61,1.573,.3,.635,1.858,.466,-3.139
10,3718,2007,18,1510,13.27,.516,322.6,13.29,1.267,.244,-9999,-9999,-9999,.359,330.4,24.47,.655,.051,.363,1.217,.107,-2.966
10,3718,2007,18,1520,13.18,.599,268.4,18.83,1.114,.202,-9999,-9999,-9999,.354,267.5,27.58,.655,.034,.37,1.251,.13,-2.974
10,3718,2007,18,1530,13.07,.995,234,13.16,1.42,.266,-9999,-9999,-9999,.832,240.1,10.5,1.42,.342,.945,1.66,.524,-2.932
10,3718,2007,18,1540,12.98,1.393,244.6,7.47,1.879,.158,-9999,-9999,-9999,1.407,249.1,7.56,1.879,.256,1.709,2.255,.279,-2.967
10,3718,2007,18,1550,12.9,1.829,253.2,17.68,2.185,.159,-9999,-9999,-9999,1.786,267.3,16.02,2.185,.197,2.125,2.514,.196,-2.959
10,3718,2007,18,1600,12.81,2.151,284.9,6.807,2.644,.362,-9999,-9999,-9999,1.894,292.8,4.007,2.644,.438,2.248,2.878,.45,-3.126
10,3718,2007,18,1610,12.69,1.405,255.6,9.26,1.726,.166,-9999,-9999,-9999,.494,257.3,13.75,1.114,.227,.671,1.636,.462,-3.234
10,3718,2007,18,1620,12.63,1.054,233.6,14.62,1.573,.295,.375,1.156,.141,.369,222.2,.512,.961,.097,.362,1.13,.1,-3.257
10,3718,2007,18,1630,12.6,.655,279,8.11,1.114,.243,.349,.349,0,.349,224.1,20.96,.349,0,.349,.349,0,-3.233
10,3718,2007,18,1640,12.58,.99,309.9,17.8,1.573,.334,.394,1.335,.198,.605,336.5,12.25,1.267,.331,.554,1.507,.393,-3.442
10,3718,2007,18,1650,12.57,.433,339.7,17.46,.961,.166,-9999,-9999,-9999,.349,335.7,2.697,.349,0,.349,.349,0,-3.714
10,3718,2007,18,1700,12.56,.702,7.35,6.711,.961,.149,-9999,-9999,-9999,.427,1.195,5.397,.655,.12,.349,.349,0,-3.823
10,3718,2007,18,1710,12.55,.357,2.771,0,.502,.033,-9999,-9999,-9999,.35,3.522,.2,.502,.014,.349,.349,0,-4.011
10,3718,2007,18,1720,12.55,.4,2.776,0,.655,.107,-9999,-9999,-9999,.349,3.32,.104,.349,0,.349,.349,0,-4.1
10,3718,2007,18,1730,12.54,.664,331.4,11.64,1.114,.157,-9999,-9999,-9999,.349,339.1,2.16,.349,0,.349,.349,0,-4.144
10,3718,2007,18,1740,12.53,.869,310.6,8.88,1.267,.135,-9999,-9999,-9999,.349,338.9,0,.349,0,.349,.349,0,-4.222
10,3718,2007,18,1750,12.53,.615,284.5,17.07,1.114,.155,-9999,-9999,-9999,.349,330.1,18.92,.349,0,.349,.349,0,-4.268
10,3718,2007,18,1800,12.52,.457,252.6,4.131,.808,.15,-9999,-9999,-9999,.349,290.6,0,.349,0,.349,.349,0,-4.275
10,3718,2007,18,1810,12.51,.349,249,.42,.349,0,-9999,-9999,-9999,.349,58.01,93.9,.349,0,.439,1.258,.258,-4.257
10,3718,2007,18,1820,12.5,.352,248.9,.761,.502,.02,-9999,-9999,-9999,.55,107.8,12.85,1.267,.229,.64,1.631,.45,-4.292
10,3718,2007,18,1830,12.5,.872,184.5,13.15,1.42,.33,-9999,-9999,-9999,1.49,156.8,5.788,2.338,.389,1.735,2.8,.505,-4.291
10,3718,2007,18,1840,12.49,1.09,176.5,8.03,1.573,.189,-9999,-9999,-9999,1.565,169.9,11.29,2.491,.5,1.803,2.786,.564,-4.127
10,3718,2007,18,1850,12.49,.907,170.5,11.83,1.573,.224,-9999,-9999,-9999,1.044,176.8,5.689,1.879,.479,1.19,2.134,.666,-3.867
10,3718,2007,18,1900,12.49,.484,158.4,1.79,.808,.153,-9999,-9999,-9999,.45,157.4,3.615,1.114,.228,.413,1.444,.242,-3.613
10,3718,2007,18,1910,12.48,.807,157.8,4.194,1.42,.365,-9999,-9999,-9999,.746,151.8,1.435,1.726,.451,.961,1.971,.645,-3.276
10,3718,2007,18,1920,12.48,1.164,146.3,7.5,1.726,.353,-9999,-9999,-9999,1.287,180.1,15.76,2.032,.526,1.471,2.248,.68,-2.919
10,3718,2007,18,1930,12.48,.74,202.4,15.42,1.114,.188,-9999,-9999,-9999,1.303,232.5,12.8,1.726,.297,1.503,1.891,.382,-2.675
10,3718,2007,18,1940,12.48,1.069,251.5,20.9,1.267,.129,-9999,-9999,-9999,1.647,249.3,5.765,2.032,.207,1.89,2.182,.178,-2.339
10,3718,2007,18,1950,12.48,1.365,298.3,4.559,1.726,.125,-9999,-9999,-9999,1.758,273.6,12.08,2.032,.126,2.008,2.237,.116,-2.234
10,3718,2007,18,2000,12.46,1.398,344.6,5.739,1.879,.275,-9999,-9999,-9999,1.375,323.7,17.53,1.879,.418,1.417,2.104,.576,-2.29
10,3718,2007,18,2010,12.47,1.981,320.6,10.29,2.797,.346,-9999,-9999,-9999,2.074,341.8,4.59,2.797,.309,2.105,2.384,.155,-3.486
10,3718,2007,18,2020,12.48,2.668,309.1,7.5,3.409,.292,2.538,3.406,.303,2.422,317.5,9.99,3.103,.4,2.35,2.977,.267,-3.438
10,3718,2007,18,2030,12.46,2.003,293.3,9.52,2.644,.335,1.88,2.577,.475,1.474,296,8.38,2.338,.51,1.734,2.611,.536,-3.528
10,3718,2007,18,2040,12.45,1.217,273.3,7.65,1.726,.274,.667,1.675,.512,.552,267.3,9.51,1.573,.366,.743,1.846,.527,-3.546
10,3718,2007,18,2050,12.45,.979,249.9,5.745,1.267,.141,.375,1.148,.141,1.125,249.5,3.226,1.726,.439,1.341,1.947,.537,-3.694
10,3718,2007,18,2100,12.45,.925,219.6,25.82,1.726,.484,.672,1.679,.499,.4,240.5,15.03,1.114,.158,.418,1.369,.243,-3.697
10,3718,2007,18,2110,12.44,1.67,194.5,11.06,1.879,.15,1.511,1.854,.333,.886,189.5,7.07,1.42,.149,.86,1.527,.46,-3.596
10,3718,2007,18,2120,12.43,1.458,217.4,8.49,1.726,.179,1.011,1.677,.49,.947,187.4,4.718,1.42,.172,.722,1.487,.462,-3.536
10,3718,2007,18,2130,12.43,1.461,234.5,5.887,1.726,.141,.79,1.504,.469,.725,183.1,7.18,1.573,.411,.705,1.688,.514,-3.17
10,3718,2007,18,2140,12.44,.881,247.4,7.93,1.267,.229,.349,.349,0,.349,180.6,.116,.349,0,.349,.349,0,-2.982
10,3718,2007,18,2150,12.44,.697,279.4,29.55,1.726,.445,.451,1.635,.31,.349,132.1,37.48,.349,0,.349,.349,0,-2.703
10,3718,2007,18,2200,12.44,1.475,333.8,13.34,2.032,.243,.774,1.829,.532,1.108,353.3,13.38,2.644,.965,1.165,2.76,1.017,-3.154
10,3718,2007,18,2210,12.44,1.841,2.437,4.849,2.491,.228,1.651,2.227,.284,2.154,353.4,8.27,2.644,.282,2.302,2.728,.245,-4.351
10,3718,2007,18,2220,12.44,2.221,350.7,11.86,2.797,.321,2.087,2.688,.32,1.994,5.058,10.64,2.491,.224,2.199,2.703,.217,-4.734
10,3718,2007,18,2230,12.43,1.448,358.7,14.63,2.644,.509,.791,2.498,.75,.591,10.63,18.2,1.879,.457,.602,1.968,.529,-4.695
10,3718,2007,18,2240,12.43,.932,.186,.11,1.267,.267,.349,.349,0,.349,26.39,.208,.349,0,.349,.349,0,-4.816
10,3718,2007,18,2250,12.42,1.129,20.19,15.72,1.726,.26,.639,1.499,.439,.353,56.28,14.73,.655,.031,.349,.349,0,-5.004
10,3718,2007,18,2300,12.42,1.625,62.52,6.408,2.032,.192,1.487,1.952,.382,.624,83.8,5.107,1.726,.396,.728,1.913,.534,-4.409
10,3718,2007,18,2310,12.42,2.061,84.8,9.8,2.338,.136,2.054,2.314,.111,1.456,91,7.32,1.879,.292,1.689,2.024,.295,-4.204
10,3718,2007,18,2320,12.42,2.675,110.8,3.82,3.256,.28,2.644,3.267,.285,2.898,118.8,5.111,3.715,.548,3.035,3.649,.484,-4.417
10,3718,2007,18,2330,12.44,2.792,111.2,4.844,3.256,.237,2.767,3.183,.232,3.264,121.4,4.66,4.327,.497,3.423,4.414,.434,-4.424
10,3718,2007,18,2340,12.45,3.292,110.4,1.777,3.868,.326,3.244,3.891,.33,3.96,118.3,3.24,4.327,.205,4.007,4.438,.188,-4.479
10,3718,2007,18,2350,12.45,3.335,114,1.491,3.715,.229,3.293,3.774,.24,3.132,132.1,3.514,4.174,.448,3.902,4.27,.154,-4.547
10,3718,2007,18,2400,12.45,3.516,121.6,3.559,3.868,.152,3.464,3.817,.136,2.49,138,3.376,3.409,.288,3.633,4.113,.235,-4.537
10,3718,2007,19,10,12.15,3.981,121.4,6.69,4.939,.35,3.897,4.831,.372,3.058,132.1,7.28,4.939,1.114,3.689,5.003,.71,-4.699
10,3718,2007,19,20,12.14,4.963,114.2,2.424,5.245,.152,4.925,5.268,.158,4.727,121,1.924,5.092,.215,4.691,5.162,.184,-4.867
10,3718,2007,19,30,11.86,4.333,125.2,4.403,5.092,.424,4.362,5.071,.354,3.715,129.8,5.304,5.092,.733,4.408,4.993,.229,-5.084
10,3718,2007,19,40,12.12,3.743,124.9,3.205,4.174,.196,3.652,4.046,.167,3.966,121.4,4.379,4.48,.302,4.033,4.46,.291,-5.247
10,3718,2007,19,50,12.11,3.771,109.1,2.485,4.174,.146,3.675,4.069,.154,3.201,100.2,4.112,3.715,.259,3.332,3.924,.256,-5.985
10,3718,2007,19,100,12.09,4.732,116.3,2.982,5.245,.293,4.681,5.3,.303,4.716,111.1,4.111,5.245,.298,4.751,5.343,.289,-6.607
10,3718,2007,19,110,12.21,5.256,113.7,2.566,5.551,.198,5.209,5.577,.211,4.786,111.8,3.57,5.398,.347,4.843,5.328,.347,-6.881
10,3718,2007,19,120,12.36,4.263,105.8,3.272,4.939,.302,4.164,4.911,.303,3.864,104.4,4.703,4.48,.287,3.998,4.722,.293,-6.987
10,3718,2007,19,130,12.38,4.507,113.8,3.042,4.939,.181,4.424,4.875,.188,4.331,114.9,3.951,4.939,.293,4.396,4.998,.292,-6.912
10,3718,2007,19,140,12.38,3.89,110.6,3.89,4.633,.323,3.758,4.625,.346,3.718,109.7,4.559,4.327,.364,3.84,4.596,.368,-6.839
10,3718,2007,19,150,12.37,4.059,112.7,3.424,4.786,.274,3.91,4.634,.3,3.793,112.1,4.911,4.633,.404,3.921,4.939,.422,-6.825
10,3718,2007,19,200,12.38,4.889,112.8,2.884,5.704,.443,4.709,5.603,.442,4.585,111.7,4.102,5.704,.529,4.734,6.041,.566,-6.785
10,3718,2007,19,210,12.38,4.327,116.9,2.722,5.245,.395,4.181,4.999,.393,4.169,116.6,4.375,5.092,.446,4.296,5.314,.45,-6.718
10,3718,2007,19,220,12.37,4.346,120.8,2.092,5.092,.309,4.227,4.986,.296,4.038,122.4,4.265,5.092,.435,4.276,5.372,.405,-6.684
10,3718,2007,19,230,12.38,5.103,122.3,2.696,5.704,.216,4.943,5.454,.227,4.98,122,3.458,5.857,.45,5.123,5.827,.395,-6.674
10,3718,2007,19,240,12.37,4.753,124,2.849,5.398,.413,4.619,5.37,.404,4.446,121.7,3.801,5.551,.589,4.677,5.689,.535,-6.591
10,3718,2007,19,250,12.36,3.304,129.5,4.492,4.633,.532,3.359,4.477,.436,2.76,127.9,5.792,4.174,.537,3.329,4.263,.478,-6.507
10,3718,2007,19,300,12.36,3.311,126.5,5.238,4.174,.425,3.282,4.179,.403,2.956,123.9,5.524,4.021,.437,3.343,4.324,.353,-6.486
10,3718,2007,19,310,12.36,4.101,120.9,2.597,4.633,.194,4.009,4.53,.209,3.946,117.7,4.212,4.48,.358,4.156,4.707,.34,-6.485
10,3718,2007,19,320,12.36,4.132,120.9,3.646,4.786,.358,4.027,4.639,.381,3.6,120.3,5.335,4.633,.415,3.954,4.9,.439,-6.445
10,3718,2007,19,330,12.35,3.534,123.9,5.174,4.48,.454,3.487,4.403,.405,2.921,125.3,5.54,4.021,.537,3.405,4.387,.455,-6.451
10,3718,2007,19,340,12.35,3.573,121.6,4.316,4.48,.361,3.435,4.201,.383,3.344,120.4,5.795,4.174,.398,3.677,4.417,.407,-6.485
10,3718,2007,19,350,12.35,3.507,123.1,5.167,4.174,.303,3.361,4.012,.266,3.066,123.6,6.903,4.021,.497,3.539,4.435,.352,-6.519
10,3718,2007,19,400,12.34,3.549,124.3,3.005,4.327,.327,3.414,4.015,.32,3.039,125,3.831,3.868,.386,3.482,4.246,.359,-6.53
10,3718,2007,19,410,12.34,3.496,122.5,4.827,4.174,.361,3.321,3.923,.363,3.214,121.3,5.267,3.868,.36,3.569,4.229,.355,-6.558
10,3718,2007,19,420,12.33,2.754,115,4.014,3.562,.467,2.581,3.402,.441,2.451,115.9,4.835,3.256,.44,2.763,3.558,.426,-6.552
10,3718,2007,19,430,12.32,2.48,115.3,3.113,3.103,.452,2.324,3.018,.463,2.398,118.9,3.661,3.103,.511,2.753,3.493,.452,-6.495
10,3718,2007,19,440,12.33,2.899,114.9,2.9,3.256,.222,2.747,3.141,.202,2.718,115.2,4.333,3.256,.223,3.096,3.543,.21,-6.534
10,3718,2007,19,450,12.32,2.561,121.4,2.065,3.409,.271,2.462,3.246,.269,2.369,124.5,4.664,2.797,.233,2.797,3.27,.228,-6.539
10,3718,2007,19,500,12.32,2.587,124.3,1.065,3.103,.261,2.684,2.979,.122,2.272,126.6,4.235,2.95,.282,2.768,3.212,.218,-6.554
10,3718,2007,19,510,12.32,2.633,128.3,1.502,3.409,.341,2.771,3.316,.221,2.265,129.7,3.399,2.95,.385,2.94,3.437,.272,-6.535
10,3718,2007,19,520,12.32,2.617,130.5,1.805,3.103,.253,2.874,3.307,.114,2.393,128.2,3.528,2.95,.339,3.023,3.482,.188,-6.537
10,3718,2007,19,530,12.32,2.8,130.9,2.303,3.256,.228,3.102,3.415,.192,2.397,128.8,3.414,3.103,.366,3.175,3.683,.234,-6.533
10,3718,2007,19,540,12.32,2.904,129.3,2.512,3.562,.329,3.04,3.463,.235,2.472,126.4,3.756,3.256,.428,3.017,3.6,.316,-6.522
10,3718,2007,19,550,12.32,2.777,128.1,3.391,3.409,.392,2.838,3.222,.244,2.497,125.1,4.645,3.103,.305,2.942,3.584,.297,-6.539
10,3718,2007,19,600,12.31,2.462,131.2,3.325,3.103,.271,2.575,3.204,.278,2.017,130,4.69,2.95,.415,2.717,3.319,.303,-6.552
10,3718,2007,19,610,12.3,2.19,134.9,0,2.95,.322,2.264,3.039,.31,1.491,139.8,4.896,2.338,.286,2.301,3.123,.368,-6.557
10,3718,2007,19,620,12.29,1.85,135.2,0,2.491,.207,1.949,2.406,.218,1.587,149.7,3.967,2.185,.31,1.921,2.666,.3,-6.525
10,3718,2007,19,630,12.29,2.049,135.2,0,2.491,.193,2.135,2.501,.176,1.576,148.9,5.162,2.185,.274,1.953,2.405,.207,-6.444
10,3718,2007,19,640,12.29,2.143,135.3,0,2.797,.212,2.227,2.714,.177,1.511,141.5,4.917,2.032,.301,2.178,2.731,.214,-6.35
10,3718,2007,19,650,12.29,2.123,135.4,0,2.491,.28,2.172,2.668,.283,1.551,145,3.99,2.185,.309,2.081,2.656,.494,-6.302
10,3718,2007,19,700,12.28,1.751,130.8,5.409,2.491,.328,1.726,2.319,.336,1.142,138.9,8.99,1.879,.232,1.631,2.291,.275,-6.268
10,3718,2007,19,710,12.01,1.839,124.6,6.003,2.491,.31,1.766,2.437,.298,1.16,130.6,6.888,2.032,.433,1.663,2.363,.417,-6.226
