10,3718,,,PST,VDC,m/s,degtrue,deg,m/s,m/s,m/s,m/s,m/s,m/s,degtrue,deg,m/s,m/s,m/s,m/s,m/s,deg C
10,3718,2007,4,850,12.04,5.527,261.1,8.36,8.15,1.071,5.518,8.6,1.113,4.883,262.6,12.76,6.928,.918,4.933,7.4,.941,1.418
10,3718,2007,4,900,12.11,3.074,267,4.141,3.868,.536,3.016,3.897,.584,2.567,279.4,5.665,3.562,.69,2.586,3.565,.757,.978
10,3718,2007,4,910,12.19,1.953,265.3,14.89,2.491,.244,1.639,2.399,.452,.846,289.4,0,1.573,.389,.528,1.446,.359,1.118
10,3718,2007,4,920,12.23,1.675,248.3,10.71,2.644,.373,1.069,2.748,.744,.549,278.6,10.28,1.114,.252,.349,.349,0,1.612
10,3718,2007,4,930,12.66,2.684,233.4,11.59,4.633,.926,2.356,4.435,1.134,1.518,247.2,16.86,3.715,.973,1.391,3.801,1.07,2.278
10,3718,2007,4,940,12.69,4.471,237.2,4.968,5.704,.496,4.264,5.879,.515,3.863,238.5,4.978,5.245,.691,3.918,5.354,.697,2.241
10,3718,2007,4,950,12.71,4.715,239.8,7.01,7.08,.662,4.541,7.04,.74,4.188,242.2,7.42,6.316,.577,4.226,6.545,.606,2.894
10,3718,2007,4,1000,12.66,3.867,243.7,5.283,5.245,.582,3.735,5.318,.582,3.568,243.4,5.18,4.939,.571,3.624,4.94,.56,2.635
10,3718,2007,4,1010,12.67,3.802,247.9,5.488,4.786,.317,3.72,4.814,.351,3.136,252.7,5.927,4.174,.33,3.22,3.936,.317,2.679
10,3718,2007,4,1020,12.65,4.911,275.8,14.82,6.469,.73,4.786,6.564,.736,4.293,279.4,15.05,6.163,.587,4.38,6.389,.634,2.806
10,3718,2007,4,1030,12.57,6.64,289.6,6.859,9.07,1.202,6.604,9.37,1.283,6.227,289,7.55,8.92,1.251,6.322,9.11,1.273,1.397
10,3718,2007,4,1040,12.5,4.545,269.5,9.11,6.01,.783,4.522,6.186,.796,4.263,271.2,10.68,6.01,.76,4.353,6.234,.769,.087
10,3718,2007,4,1050,12.48,4.242,256.3,5.191,5.092,.325,4.148,5.566,.361,3.784,253.5,5.276,4.327,.251,3.87,4.458,.266,.103
10,3718,2007,4,1100,12.46,5.733,269.9,5.841,7.23,.839,5.684,7.25,.861,4.841,264.9,6.284,6.316,.621,4.977,6.778,.678,.091
10,3718,2007,4,1110,12.57,7.02,267.7,3.927,8.46,.496,7.04,8.6,.606,6.22,264.8,4.94,8,.819,6.376,8.69,.934,.448
10,3718,2007,4,1120,12.56,8.84,265.3,3.79,10.75,.683,8.86,11.07,.76,8.29,264.4,4.655,10.29,.713,8.51,10.85,.858,.535
10,3718,2007,4,1130,12.56,10.76,259,4.049,13.05,.839,10.78,13.58,.969,9.72,259,5.75,11.82,.881,9.91,12.39,1.006,.38
10,3718,2007,4,1140,12.56,11.61,258.3,4.142,14.12,.889,11.72,14.34,1.002,10.5,257.4,5.482,13.05,.88,10.71,13.63,1.071,.693
10,3718,2007,4,1150,12.63,12.13,255.7,3.748,13.51,.711,12.23,14.3,.904,11.06,256.5,4.515,13.2,.84,11.32,13.83,1.012,1.126
10,3718,2007,4,1200,12.64,12.21,263.8,4.291,14.58,1.089,12.24,14.56,1.272,11.28,262.4,5.358,13.66,1.078,11.63,14.31,1.23,1.395
10,3718,2007,4,1210,12.59,11.89,267.5,4.224,13.97,.952,11.94,14.22,1.102,10.72,267.5,5.058,12.74,.951,10.99,13.69,1.138,1.336
10,3718,2007,4,1220,12.59,11.99,269.3,5,14.58,1.112,12.02,14.66,1.261,11.06,268.4,5.244,13.66,1.324,11.34,14.49,1.506,1.202
10,3718,2007,4,1230,12.61,12.68,267.2,3.832,14.58,.886,12.76,14.55,1.009,11.63,266.7,5.314,13.97,.895,11.93,14.24,1.036,1.21
10,3718,2007,4,1240,12.68,11.6,269.6,4.75,16.41,.962,11.68,15.92,1.066,10.83,269.7,5.066,14.12,.928,11.08,13.93,1.034,1.394
10,3718,2007,4,1250,12.85,12.41,276.6,4.64,15.65,1.239,12.43,15.97,1.401,11.51,276.6,5.062,14.88,1.271,11.74,15.18,1.396,1.818
10,3718,2007,4,1300,13.29,13.64,275.7,5.417,16.87,1.563,13.73,17.49,1.692,12.47,274.6,5.726,14.88,1.425,12.7,16.04,1.695,2.116
10,3718,2007,4,1310,13.27,13.71,274.9,5.82,16.26,1.326,13.73,17.44,1.455,12.63,274.5,6.2,15.34,1.455,12.94,16.8,1.58,2.348
10,3718,2007,4,1320,12.98,13.79,278.5,5.511,16.41,1.413,13.83,17.44,1.503,12.89,278.8,5.331,15.95,1.387,13.1,16.79,1.435,2.245
10,3718,2007,4,1330,12.87,12.81,274.7,4.619,15.34,1.165,12.89,16.71,1.363,11.99,275.2,5.751,14.73,1.162,12.2,15.97,1.537,1.973
10,3718,2007,4,1340,12.92,14.05,275.8,5.534,16.87,1.498,14.11,18.72,1.675,13.28,277.3,5.618,15.95,1.535,13.54,17.13,1.699,2.236
10,3718,2007,4,1350,13.62,13.56,280.5,5.162,17.49,1.151,13.59,16.28,1.171,12.74,279.7,5.955,16.41,1.226,12.99,17.13,1.461,2.979
10,3718,2007,4,1400,12.8,13.64,279,6.049,18.71,1.565,13.71,19.23,1.728,12.54,279.2,6.036,18.25,1.573,12.78,17.61,1.716,2.674
10,3718,2007,4,1410,12.75,17.11,282.1,4.24,20.09,1.388,17.19,20.42,1.574,15.7,281.6,5.422,19.93,1.442,16.04,20.25,1.724,2.098
10,3718,2007,4,1420,12.75,15.58,282.4,4.025,17.94,1.19,15.58,18.84,1.434,14.38,282.4,5.408,17.33,1.189,14.67,18.8,1.323,2.593
10,3718,2007,4,1430,13.58,14.71,278.8,5.248,17.94,1.642,14.59,18.87,1.743,13.69,277.9,5.944,17.03,1.855,13.96,18.98,2.114,3.043
10,3718,2007,4,1440,13.58,15.37,278.5,4.845,18.71,1.498,15.45,18.63,1.528,14.47,278.9,5.051,18.25,1.385,14.78,19.31,1.687,3.019
10,3718,2007,4,1450,13.58,17.34,281.2,4.265,20.09,1.315,17.34,20.84,1.529,16.04,280.4,5.001,19.17,1.4,16.2,19.91,1.653,2.934
10,3718,2007,4,1500,13.58,16.98,280.4,4.241,20.09,1.455,16.99,20.58,1.677,15.38,280.6,5.435,18.4,1.487,15.82,19.31,1.831,2.836
10,3718,2007,4,1510,13.58,16.77,281.1,3.941,19.17,1.243,16.68,19.84,1.353,15.56,281.9,5.015,18.25,1.353,15.86,18.62,1.515,2.752
10,3718,2007,4,1520,13.06,16.47,282.7,3.878,19.01,1.139,16.53,19.42,1.339,15.2,283.4,5.467,18.56,1.428,15.63,18.88,1.743,2.536
10,3718,2007,4,1530,12.89,16.95,282.9,4.561,20.55,1.274,16.98,21.92,1.535,15.8,282.8,5.593,20.09,1.284,16.24,20.74,1.544,2.177
10,3718,2007,4,1540,12.92,14.49,280.7,3.663,17.33,1.094,14.5,18.63,1.262,13.23,281.8,4.903,15.95,1.25,13.5,16.59,1.47,2.035
10,3718,2007,4,1550,13.04,14.34,282.5,4.261,16.26,.906,14.33,16.71,.97,13.11,283.6,5.525,15.65,.993,13.38,16.15,1.212,1.95
10,3718,2007,4,1600,12.77,14.18,281.5,5.499,16.41,1.081,14.15,16.92,1.187,12.74,282.4,6.75,15.95,.979,13.08,15.82,1.111,1.608
10,3718,2007,4,1610,12.67,13.08,273.9,5.1,16.11,1.119,13.11,16.34,1.194,11.78,274.5,6.523,14.27,1.073,12.02,14.9,1.321,1.151
10,3718,2007,4,1620,12.63,13.21,276.4,5.382,16.26,1.191,13.23,17.12,1.388,11.88,275.4,6.178,15.19,1.17,12.11,16.85,1.425,.864
10,3718,2007,4,1630,12.62,15.73,275.8,4.299,19.93,1.457,15.79,20.66,1.62,14.42,276.5,5.44,17.64,1.493,14.78,19.86,1.76,.76
10,3718,2007,4,1640,12.61,14.99,272.8,4.861,18.4,1.558,15.09,19.35,1.61,13.7,271.6,5.986,17.94,1.672,14.13,18.63,1.782,.526
10,3718,2007,4,1650,12.6,16,272.7,4.555,19.47,1.404,15.95,19.25,1.559,14.66,272,5.935,18.25,1.532,14.93,18.11,1.779,.52
10,3718,2007,4,1700,12.59,15.37,273.7,3.913,17.64,1.15,15.41,18.29,1.331,13.89,273.7,5.633,17.49,1.176,14.21,17.29,1.382,.348
10,3718,2007,4,1710,12.58,14.6,271.9,3.409,16.87,.949,14.63,17.1,1.029,13.29,272,4.753,15.5,1.035,13.61,16.39,1.259,.184
10,3718,2007,4,1720,12.58,14.39,268.4,3.338,16.41,.884,14.5,17.1,1.089,13.15,268.8,5.001,15.34,.996,13.5,15.94,1.16,.166
10,3718,2007,4,1730,12.57,13.91,267.6,2.741,15.5,.882,14.06,16.52,1.095,12.71,267.8,4.004,14.58,1.018,12.97,15.16,1.176,.175
10,3718,2007,4,1740,12.56,12.95,262.4,4.246,16.11,1.223,13.01,16.31,1.345,11.58,263.3,5.596,14.42,1.148,11.84,15.26,1.305,.15
10,3718,2007,4,1750,12.56,13.7,264.9,4.643,16.26,.837,13.85,16.38,1.053,12.7,263.9,4.304,15.34,.963,12.99,16.32,1.103,.252
10,3718,2007,4,1800,12.56,13.26,266.9,4.923,15.19,.789,13.41,15.8,.905,12.14,266,5.859,14.12,.799,12.46,14.84,1.043,.124
10,3718,2007,4,1810,12.55,12.79,262.2,3.338,14.42,.717,12.94,14.68,.832,11.58,261.3,4.697,13.81,.847,11.88,14.36,.941,.061
10,3718,2007,4,1820,12.55,13.54,266.1,4.852,15.65,1.028,13.62,16.28,1.14,12.25,264.3,4.832,14.73,1.234,12.51,15.64,1.382,.16
10,3718,2007,4,1830,12.54,14.79,265.5,3.68,18.1,1.066,14.88,17.99,1.119,13.3,264.9,4.49,16.26,.922,13.6,16.68,1.095,.216
10,3718,2007,4,1840,12.54,15.3,265.7,4.58,18.25,1.232,15.37,18.98,1.416,13.82,265.9,4.65,16.57,1.256,14.13,17.22,1.468,.377
10,3718,2007,4,1850,12.54,14.01,265.7,4.274,16.57,1.04,14.19,17.19,1.268,12.45,265.2,5.266,15.19,1.16,12.77,16.5,1.298,.198
10,3718,2007,4,1900,12.54,13.95,264.9,3.658,15.65,.81,14.15,17.33,1.084,12.59,264.8,4.75,15.65,1.028,12.91,16.09,1.274,.201
10,3718,2007,4,1910,12.53,14.7,268.8,4.639,17.64,.962,14.75,17.58,1.165,12.86,269.3,5.928,15.34,1.078,13.21,17.34,1.424,.186
10,3718,2007,4,1920,12.53,13.84,272,3.226,15.34,.75,13.86,15.8,.918,12.19,272.8,4.316,14.12,.955,12.61,15.3,1.207,.111
10,3718,2007,4,1930,12.53,14.87,275.7,4.646,18.56,1.388,14.93,18.77,1.492,13.4,275.8,5.794,17.49,1.349,13.65,19.51,1.503,.041
10,3718,2007,4,1940,12.53,15.56,275.7,4.685,17.94,1.224,15.57,18.78,1.43,13.97,275.7,5.508,16.57,1.257,14.21,17.41,1.514,-.223
10,3718,2007,4,1950,12.52,12.76,271.9,4.747,17.94,1.577,12.75,18.33,1.662,11.26,272.7,6.082,15.95,1.596,11.5,17.75,1.848,-.475
10,3718,2007,4,2000,12.52,13.6,269.4,6.075,16.26,1.423,13.66,17.16,1.624,11.92,268.8,6.354,15.04,1.372,12.31,16.56,1.566,-.463
10,3718,2007,4,2010,12.52,12.62,265.7,5.123,15.5,1.333,12.73,15.88,1.459,11.15,264.5,6.497,14.58,1.372,11.43,14.66,1.551,-.701
10,3718,2007,4,2020,12.52,12.56,266.5,5.266,16.87,1.29,12.68,17.3,1.423,11.59,265.3,5.993,17.18,1.39,11.91,17.96,1.643,-.441
10,3718,2007,4,2030,12.52,11.47,264.1,4.859,14.42,1.109,11.57,15.99,1.328,10.31,263,6.044,12.74,1.209,10.52,14.48,1.39,-.493
10,3718,2007,4,2040,12.51,10.73,263.2,7.14,13.66,1.113,10.76,14.51,1.308,9.75,262.9,6.757,12.74,.969,9.93,12.97,1.096,-.495
10,3718,2007,4,2050,12.51,11.2,259.2,5.4,15.04,1.395,11.26,16.35,1.539,10.26,258.2,6.307,13.35,1.238,10.49,13.97,1.376,-.27
10,3718,2007,4,2100,12.5,10.31,259.5,4.857,13.35,1.114,10.38,13.76,1.158,9.64,259,5.08,12.59,1.019,9.78,12.94,1.086,-.363
10,3718,2007,4,2110,12.5,11.95,266.4,5.668,15.19,1.023,12.02,15.18,1.153,10.83,266,6.245,13.66,.982,11.17,14.19,1.148,-.316
10,3718,2007,4,2120,12.5,12.49,265.6,4.923,15.34,1.354,12.52,15.99,1.419,11.45,265.7,5.276,14.42,1.36,11.72,14.83,1.537,-.029
10,3718,2007,4,2130,12.5,10.89,266.2,4.892,15.19,1.746,10.97,15.19,1.824,9.99,267.1,5.515,14.27,1.693,10.14,14.91,1.743,-.109
10,3718,2007,4,2140,12.5,8.88,273.2,5.142,10.29,.731,8.9,11.02,.827,8.01,275,7,9.83,.691,8.14,10.04,.804,-.208
10,3718,2007,4,2150,12.5,10.63,279.5,5.818,15.04,1.919,10.62,16,1.964,9.72,280,5.142,14.42,1.987,9.99,14.92,2.161,-.162
10,3718,2007,4,2200,12.5,9.96,279.1,4.046,12.74,1.039,9.96,12.96,1.079,9.04,279.8,4.587,11.36,.923,9.21,11.67,.949,-.142
10,3718,2007,4,2210,12.5,10.43,269.9,3.703,13.66,1.289,10.5,14.07,1.325,9.38,271.1,3.687,12.28,1.097,9.67,12.67,1.195,-.47
10,3718,2007,4,2220,12.5,12.52,271.1,3.224,14.58,.746,12.57,14.82,.861,11.03,271.8,4.084,13.2,.698,11.32,13.73,.96,-.537
10,3718,2007,4,2230,12.5,12.69,274.3,3.168,14.58,.832,12.69,15.02,.945,11.23,275.4,5.082,14.73,.855,11.38,15.05,.994,-.511
10,3718,2007,4,2240,12.49,10.91,269.7,2.678,12.28,.555,10.97,12.58,.651,9.49,270.1,4.198,11.06,.587,9.78,11.88,.715,-.542
10,3718,2007,4,2250,12.49,8.61,262.7,5.114,10.75,.873,8.59,10.63,.91,7.5,263.2,5.795,9.38,.829,7.63,9.83,.944,-.663
10,3718,2007,4,2300,12.48,7.61,259.2,4.941,9.68,.681,7.64,10.41,.781,6.822,257.2,5.096,8.46,.603,6.949,8.58,.668,-.567
10,3718,2007,4,2310,12.48,7.56,250.7,4.598,8.46,.366,7.61,8.62,.434,6.622,249.6,5.473,7.85,.507,6.726,7.76,.524,-.617
10,3718,2007,4,2320,12.48,7.29,244.2,4.848,8.76,.622,7.31,8.74,.614,6.636,240.9,4.375,8,.478,6.703,8.19,.547,-.478
10,3718,2007,4,2330,12.47,6.673,249.4,4.619,8.15,.501,6.741,8.11,.536,6.01,247.9,5.08,7.08,.379,6.101,7.26,.414,-.365
10,3718,2007,4,2340,12.47,7.4,255.3,5.089,9.07,.635,7.47,9.26,.689,6.567,256.4,5.407,8.46,.607,6.718,9.15,.657,-.311
10,3718,2007,4,2350,12.48,9.38,258.7,4.902,13.51,1.311,9.42,14.08,1.426,8.57,257.9,5.303,11.98,1.237,8.7,12.01,1.275,-.268
10,3718,2007,4,2400,12.48,9.81,265,4.328,11.21,.707,9.89,11.56,.772,8.81,266.4,4.505,10.6,.704,9.01,10.95,.811,-.42
10,3718,2007,5,10,12.2,9.84,264.1,3.406,11.06,.508,9.91,11.21,.547,8.85,264.6,3.788,10.14,.601,9.09,10.68,.704,-.43
10,3718,2007,5,20,11.93,9.58,271.5,4.354,10.75,.449,9.6,10.58,.468,8.64,271.8,5.595,9.68,.6,8.79,10.4,.681,-.351
10,3718,2007,5,30,12.19,9.04,279.2,3.835,10.91,.722,9.04,10.79,.765,8.03,280.1,4.212,9.83,.788,8.2,10.69,.904,-.416
10,3718,2007,5,40,12.17,8.3,284.3,2.91,10.14,.683,8.32,10.17,.677,7.3,284.3,4.049,9.68,.736,7.4,10,.787,-.597
10,3718,2007,5,50,12.16,6.915,282.3,4.705,8.15,.568,6.879,8.46,.613,5.631,279.3,5.213,7.39,.731,5.723,7.59,.776,-1.023
10,3718,2007,5,100,12.15,6.632,272.5,7.8,8.76,.653,6.704,8.79,.741,5.681,267.7,7.62,7.39,.722,5.811,7.55,.82,-1.101
10,3718,2007,5,110,12.25,7.29,276.8,7.63,9.99,1.093,7.24,10.27,1.12,6.294,276.3,8.33,8.61,.954,6.4,9.38,.963,-.551
10,3718,2007,5,120,12.38,8.62,275.3,4.881,12.28,.962,8.65,11.94,1.023,7.46,273.6,4.531,9.38,.82,7.64,9.78,.861,-.788
10,3718,2007,5,130,12.39,10.58,276.6,7.41,15.04,2.06,10.57,15.37,2.114,9.46,276.7,7.3,14.27,1.934,9.71,14.31,2.034,-.259
10,3718,2007,5,140,12.39,10.49,280.3,6.713,14.12,1.438,10.49,15.23,1.554,9.32,281.5,8.2,12.59,1.278,9.56,13.03,1.465,.024
10,3718,2007,5,150,12.4,9.52,280.6,6.326,12.44,1.245,9.48,13.09,1.356,8.3,281.9,5.997,11.06,1.238,8.46,12.34,1.369,-.201
10,3718,2007,5,200,12.4,8.56,282.6,4.66,11.82,1.006,8.58,12.18,1.083,7.65,282,6.003,10.91,.94,7.78,11.67,1.097,-.373
10,3718,2007,5,210,12.4,8.48,277.6,5.896,11.06,1.05,8.44,11.26,1.086,7.33,275.8,6.42,10.45,.951,7.41,10.62,1.045,-.475
10,3718,2007,5,220,12.4,11.01,275.6,6.682,13.81,1.306,11.03,16.01,1.413,9.97,274.3,8.07,12.44,1.191,10.21,13.34,1.314,.012
10,3718,2007,5,230,12.4,11.39,272.7,4.369,13.51,.915,11.45,13.68,1.014,10.17,272.2,4.792,12.13,.819,10.38,12.81,.913,-.116
10,3718,2007,5,240,12.4,11.95,275,4.588,14.12,.853,11.94,14.01,.957,10.56,274.9,5.716,13.51,.888,10.72,14.19,1.028,-.138
10,3718,2007,5,250,12.4,12.74,276.1,4.478,16.41,1.326,12.75,17.15,1.461,11.45,275.6,5.701,15.04,1.295,11.79,16.15,1.552,-.085
10,3718,2007,5,300,12.4,14.55,280.8,4.269,16.87,1.014,14.57,16.82,1.209,13.2,280.5,5.342,15.8,1.161,13.47,16.71,1.303,.171
10,3718,2007,5,310,12.4,14.3,282,4.167,17.03,1.196,14.3,17.35,1.355,13.17,282.3,4.673,15.95,1.289,13.42,16.87,1.432,.152
10,3718,2007,5,320,12.4,13.2,281.4,5.04,16.11,1.082,13.11,15.83,1.223,11.93,281.1,5.847,14.58,1.225,12.14,15.74,1.438,.054
10,3718,2007,5,330,12.4,12.45,282.2,5.874,15.04,.975,12.46,15.32,1.125,11.23,280.7,6.582,13.81,1.107,11.47,14.14,1.288,-.041
10,3718,2007,5,340,12.4,12.11,273.9,7.43,15.5,1.268,12.18,15.88,1.399,10.62,272.9,7.66,13.35,1.279,10.85,14.66,1.468,-.095
10,3718,2007,5,350,12.4,11.12,264.2,5.42,14.12,1.03,11.23,14.51,1.227,10.17,263.4,5.392,13.35,1.059,10.35,13.69,1.175,-.284
10,3718,2007,5,400,12.4,9.03,260.3,4.924,11.21,1.093,9.05,11.71,1.188,7.86,258.7,6.06,11.21,1.234,7.94,10.82,1.35,-.422
10,3718,2007,5,410,12.39,7.36,264,5.63,8.76,.535,7.38,8.82,.585,6.644,262.1,5.767,8.15,.576,6.803,8.48,.666,-.464
10,3718,2007,5,420,12.39,8.32,267.1,5.224,10.14,.563,8.38,9.68,.632,7.17,266.1,4.386,9.53,.617,7.33,9.79,.706,-.517
10,3718,2007,5,430,12.39,8.46,275.6,4.599,9.83,.495,8.48,10.09,.604,7.5,276.7,5.926,8.61,.501,7.66,9.06,.618,-.555
10,3718,2007,5,440,12.39,8.38,288,3.983,9.22,.437,8.38,9.34,.466,7.38,292.9,5.037,8.15,.278,7.53,8.47,.385,-.555
10,3718,2007,5,450,12.38,9.03,293.6,2.203,9.68,.256,9.01,9.74,.273,8.31,297.2,3.116,8.92,.273,8.43,9.33,.361,-.553
10,3718,2007,5,500,12.38,8.74,293.2,2.545,9.38,.329,8.72,9.53,.343,8.1,296.7,2.058,8.76,.369,8.26,9.28,.399,-.554
10,3718,2007,5,510,12.38,5.919,273.9,13.67,8.61,1.76,5.881,8.76,1.777,5.279,274.2,18.47,7.85,1.68,5.356,8.23,1.734,-.479
10,3718,2007,5,520,12.37,3.959,225.4,18.38,6.775,1.167,3.948,7.01,1.227,3.431,214.8,21.01,6.01,.839,3.4,6.099,.888,-.93
10,3718,2007,5,530,12.37,7.52,257.1,3.604,8.46,.431,7.59,8.65,.468,6.494,251.1,5.388,7.54,.537,6.624,8.02,.585,-.264
10,3718,2007,5,540,12.38,7.83,258.8,3.963,8.92,.463,7.83,9.1,.488,6.862,256.2,4.499,8.15,.513,6.958,8.61,.622,.131
10,3718,2007,5,550,12.38,7.14,264.6,3.448,8.46,.66,7.16,8.62,.701,6.473,262.4,4.554,7.69,.635,6.586,8.05,.656,.213
10,3718,2007,5,600,12.37,5.625,270.1,4.071,6.469,.477,5.601,6.744,.52,5.038,269.3,4.642,6.163,.505,5.155,6.542,.509,.115
10,3718,2007,5,610,12.37,5.71,265.3,4.4,6.928,.554,5.715,7.2,.58,5.199,265.6,4.613,6.622,.691,5.326,6.798,.704,-.163
10,3718,2007,5,620,12.38,7.66,272.9,5.356,9.99,.59,7.62,10.01,.631,7.45,273.3,5.686,9.38,.574,7.59,9.28,.595,-.072
10,3718,2007,5,630,12.38,6.649,268.5,6.271,9.07,.909,6.616,8.9,.93,6.33,267.9,5.864,8.76,.878,6.45,9.7,.939,.226
10,3718,2007,5,640,12.37,5.033,272,4.35,6.469,.56,5.014,6.681,.577,4.265,266.5,4.891,5.704,.91,4.345,5.805,.931,-.253
10,3718,2007,5,650,12.36,4.652,279.6,9.47,6.163,.62,4.631,6.426,.65,2.731,272.9,16.43,4.48,.542,2.79,4.197,.599,-.635
10,3718,2007,5,700,12.34,2.492,269.4,20.59,5.245,1.084,2.369,5.036,1.209,.999,241.9,35.73,2.185,.566,.773,2.36,.629,-.863
10,3718,2007,5,710,12.11,2.62,278.5,10.62,3.409,.425,2.63,3.915,.463,1.592,251.6,19.44,2.644,.465,1.44,2.82,.689,-.922
10,3718,2007,5,720,12.11,2.63,276.6,9.83,3.562,.622,2.636,3.568,.61,1.683,259.9,16.84,2.491,.45,1.516,2.588,.694,-.694
10,3718,2007,5,730,12.09,3.51,266.4,13.23,4.021,.217,3.517,4.077,.222,2.68,260.2,9.06,3.562,.394,2.726,3.626,.408,-.918
10,3718,2007,5,740,12.09,3.284,235.5,10.41,4.327,.406,3.272,4.277,.4,2.732,218.8,16.41,3.562,.286,2.709,3.46,.301,-1.257
10,3718,2007,5,750,12.08,4.403,226.4,7.06,5.857,.655,4.382,5.949,.684,3.85,229.7,5.895,5.092,.542,3.867,5.11,.563,-.71
10,3718,2007,5,800,12.07,4.827,221.5,5.686,6.01,.648,4.795,6.043,.637,4.143,226.5,7.03,5.398,.623,4.152,5.823,.668,-.103
10,3718,2007,5,810,12.21,4.66,234.9,7.22,6.163,.479,4.648,6.268,.468,3.93,237.7,9.54,5.092,.538,3.942,5.277,.544,-.255
10,3718,2007,5,820,12.34,4.384,247.9,6.304,5.092,.305,4.439,5.474,.346,3.613,258.5,9.06,4.786,.364,3.666,4.782,.355,-.347
10,3718,2007,5,830,12.36,4.504,240.3,6.446,5.398,.484,4.469,5.539,.533,3.477,251.1,6.945,4.786,.496,3.523,5.287,.531,.135
10,3718,2007,5,840,12.4,4.124,239,9.71,5.551,.58,4.143,5.805,.623,3.474,250.3,9.32,4.633,.491,3.518,5.239,.575,.389
10,3718,2007,5,850,12.41,4.412,233.7,8.04,5.857,.68,4.399,5.963,.712,3.557,240.3,10.44,4.939,.573,3.584,5.426,.608,.472
10,3718,2007,5,900,12.42,5.64,230.8,6.586,7.08,.447,5.634,7.19,.567,4.877,234.5,6.466,6.01,.432,4.913,6.053,.464,.77
10,3718,2007,5,910,12.45,7.58,230.6,4.823,8.76,.757,7.57,8.85,.806,6.692,233.8,6.097,8,.8,6.739,8.42,.846,1.019
10,3718,2007,5,920,12.52,8.46,227.4,3.635,10.29,.726,8.47,10.21,.748,7.73,229.2,4.767,9.53,.846,7.76,10.21,.875,1.154
10,3718,2007,5,930,12.59,8.3,230.8,4.604,10.6,.973,8.27,10.7,.993,7.65,233.8,6.441,9.83,1.063,7.74,10.21,1.094,1.313
10,3718,2007,5,940,12.73,7.08,241.7,4.385,8.46,.543,7.1,8.39,.578,6.399,243.4,5.613,8.15,.592,6.506,8.65,.633,1.375
10,3718,2007,5,950,12.9,6.618,234.4,5.364,7.85,.465,6.663,7.91,.526,5.899,237.7,6.624,7.23,.512,5.937,7.35,.528,1.537
10,3718,2007,5,1000,12.98,7.11,230.8,3.749,8,.448,7.08,8.04,.501,6.63,233.6,4.858,7.69,.59,6.673,7.79,.621,1.646
10,3718,2007,5,1010,12.97,6.187,234.1,5.364,8,.631,6.192,7.77,.702,5.626,236.6,6.464,7.39,.633,5.696,8.14,.654,1.858
10,3718,2007,5,1020,12.83,5.992,237.1,5.424,7.23,.632,6.018,7.48,.717,5.409,242.5,6.736,7.08,.788,5.476,7.53,.852,1.806
10,3718,2007,5,1030,12.77,5.86,230.8,6.292,7.23,.649,5.875,7.45,.692,5.39,234.6,6.579,7.23,.748,5.404,7.32,.817,1.836
10,3718,2007,5,1040,12.77,6.521,227.9,5.366,8.15,.573,6.531,8.1,.604,5.812,228.3,5.689,7.08,.539,5.846,7.19,.598,1.969
10,3718,2007,5,1050,12.85,7.96,229.6,3.353,9.22,.63,7.95,9.41,.669,7.51,229.7,4.1,9.07,.68,7.53,9.39,.759,2.243
10,3718,2007,5,1100,12.92,5.94,225.7,4.929,7.08,.549,5.899,7.09,.574,5.749,226,4.344,6.928,.57,5.737,7.12,.608,2.431
10,3718,2007,5,1110,12.95,5.621,230.8,8.67,7.23,.584,5.576,7.08,.599,5.267,231.5,8.48,6.775,.663,5.27,7.15,.716,2.534
10,3718,2007,5,1120,12.96,7.51,241.1,6.397,9.68,1.108,7.52,10.51,1.221,6.691,243.8,7.5,9.38,1.349,6.826,9.58,1.378,2.567
10,3718,2007,5,1130,12.96,8.42,247.8,4.783,9.68,.606,8.51,10.38,.663,7.84,251.4,4.195,9.83,.748,7.94,10.16,.816,2.623
10,3718,2007,5,1140,12.93,6.616,245.3,3.113,8.15,.772,6.682,8.32,.8,6.27,247.4,3.894,7.85,.75,6.375,8.31,.812,2.778
10,3718,2007,5,1150,12.86,5.733,253.5,6.824,6.775,.497,5.776,7.1,.587,5.239,255.6,7.34,6.316,.503,5.388,6.714,.575,2.896
10,3718,2007,5,1200,12.73,6.391,255.2,6.081,8.61,.84,6.469,9.21,.925,5.837,256.7,7.05,8,.706,5.926,8.24,.777,2.699
10,3718,2007,5,1210,12.71,6.897,246.7,8,9.22,1.212,6.967,9.64,1.246,5.925,250,8.62,9.07,1.237,6,9.2,1.276,2.632
10,3718,2007,5,1220,12.73,9.17,237.7,5.831,12.44,1.433,9.19,12.43,1.516,8.43,240.4,5.833,11.21,1.462,8.59,11.9,1.532,3.017
10,3718,2007,5,1230,12.77,9.57,235.3,4.099,11.52,.993,9.57,11.59,1.054,9.09,237.3,4.494,10.91,.856,9.19,11.19,.931,3.204
10,3718,2007,5,1240,12.8,8.57,230.9,4.433,10.6,.718,8.57,11.01,.797,8.08,233.3,4.742,10.29,.79,8.18,10.51,.876,3.336
10,3718,2007,5,1250,12.85,9.4,229.7,5.327,11.67,.96,9.45,11.9,1.011,8.71,230.3,5.83,10.75,.869,8.76,11.24,1.02,3.525
10,3718,2007,5,1300,12.9,9.46,228.1,5.134,11.21,.653,9.44,11.16,.729,8.87,230.3,6.834,10.6,.711,8.89,10.86,.789,3.661
