10,3702,,,PST,deg C,VDC,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,degtrue,deg,degtrue,deg,deg C,deg C
,,,,,N/A,,.765,,.765,,.765,,.765,,N/A,,N/A,,.1356,
,,,,,N/A,,.35,,.35,,.35,,.35,,0,,0,,-86.39,
ArrayID,StationID,Year,JulianDay,Time,LoggerTemp,BattVolts,50mWS,50mSDS,40mWS,40mSDS,30mWS#1,30mSDS#1,30mWS#2,30mSDS#2,49mWD,49mSDD,29mWD,29mSDD,Temp,SDTemp
10,3702,2002,36,620,-2.9,12.7,1.56,0.38,1.17,0.26,1.27,0.35,1.26,0.35,97,3,120,1,-2.5,0.1
10,3702,2002,36,630,-2.9,12.7,1.6,0.38,1.14,0.34,1.31,0.35,1.29,0.35,108,3,118,0,-2.2,0.1
10,3702,2002,36,640,-3.4,12.7,1.93,0.28,1.32,0.38,1.48,0.4,1.65,0.35,126,9,118,0,-1.8,0.1
10,3702,2002,36,650,-3.4,12.7,2.16,0.38,1.39,0.38,1.51,0.4,1.78,0.27,135,2,118,0,-2,0.1
10,3702,2002,36,700,-3.4,12.7,1.91,0.32,1.13,0.37,1.34,0.4,1.58,0.38,134,1,118,0,-2.2,0.1
10,3702,2002,36,710,-3.4,12.7,2.89,0.42,2.08,0.5,2.19,0.44,2.35,0.38,136,2,118,0,-2.9,0.2
10,3702,2002,36,720,-3.4,12.7,3.39,0.26,2.69,0.37,2.56,0.37,2.68,0.28,131,2,120,2,-3.6,0.2
10,3702,2002,36,730,-3.4,12.7,3.71,0.38,2.34,0.38,2.28,0.4,2.77,0.29,138,1,134,6,-3.8,0.1
10,3702,2002,36,740,-3.4,12.7,3.87,0.38,2.5,0.35,2.76,0.29,2.74,0.27,139,1,153,2,-4,0
10,3702,2002,36,750,-3.4,12.8,4.21,0.37,2.6,0.4,3.05,0.4,3.06,0.42,136,1,151,3,-3.8,0.1
10,3702,2002,36,800,-3.8,12.8,4.41,0.44,3.34,0.42,3.61,0.35,3.57,0.35,141,4,153,3,-3.8,0
10,3702,2002,36,810,-3.8,12.9,4.22,0.29,3.87,0.38,4.07,0.31,3.99,0.35,150,3,158,4,-3.6,0.1
10,3702,2002,36,820,-3.8,13,4.38,0.38,3.79,0.45,4.02,0.45,4.05,0.37,145,3,153,6,-3.6,0.1
10,3702,2002,36,830,-3.4,13.1,3.97,0.37,3.42,0.4,3.76,0.4,3.71,0.4,147,3,154,5,-3.6,0.1
10,3702,2002,36,840,-3.4,13.1,4.01,0.44,3.51,0.42,3.58,0.44,3.49,0.42,149,3,158,5,-3.6,0.1
10,3702,2002,36,850,-3.4,13.3,4.96,0.54,3.94,0.45,3.98,0.45,4.04,0.5,145,2,152,6,-3.4,0.1
10,3702,2002,36,900,-3.4,13.3,4.39,0.59,3.44,0.76,3.64,0.64,4.01,0.5,143,4,145,6,-3.2,0.1
10,3702,2002,36,910,-3.4,13.4,3.3,0.5,2.81,0.45,2.97,0.48,3.13,0.48,153,8,148,5,-3.4,0.1
10,3702,2002,36,920,-3.4,13.5,3.29,0.56,2.92,0.67,3,0.67,3.17,0.5,134,11,127,10,-3.4,0.1
10,3702,2002,36,930,-2.9,13.6,4.36,0.52,3.9,0.67,4.07,0.7,4.21,0.54,131,4,125,3,-3.4,0.1
10,3702,2002,36,940,-2.9,13.6,4.98,0.62,4.67,0.7,4.65,0.8,4.74,0.59,126,4,123,5,-2.9,0.2
10,3702,2002,36,950,-2.9,13.6,3.65,0.62,2.91,0.73,3.18,0.73,3.53,0.59,141,10,131,8,-2.7,0.1
10,3702,2002,36,1000,-2.9,13.6,1.23,1.08,1.12,1.04,1.64,0.91,1.61,0.91,198,27,178,32,-2.5,0.1
10,3702,2002,36,1010,-2.5,13.6,1.57,0.8,1.33,0.67,1.77,0.54,1.74,0.56,234,14,207,17,-2.2,0.1
10,3702,2002,36,1020,-2.5,13.6,0.35,0,1.73,0.5,1.97,0.5,1.95,0.48,211,32,183,18,-2,0.1
10,3702,2002,36,1030,-2.1,13.6,0.35,0,0.6,0.42,1.11,0.5,1.09,0.5,199,30,153,13,-1.8,0.1
10,3702,2002,36,1040,-1.6,13.6,0.54,0.45,1.21,0.76,1.02,0.7,0.99,0.73,274,18,275,45,-1.1,0.3
10,3702,2002,36,1050,-1.6,13.6,1.25,0.7,1.1,0.7,1.3,0.7,1.13,0.64,294,35,309,54,-0.4,0.2
10,3702,2002,36,1100,-1.2,13.6,1.53,0.8,1.25,0.67,1.3,0.62,1.32,0.67,226,56,201,69,-0.9,0.1
10,3702,2002,36,1110,-0.8,13.6,1.75,0.67,1.65,0.64,1.84,0.56,1.7,0.64,284,20,292,17,-0.2,0.2
10,3702,2002,36,1120,-0.4,13.6,0.85,0.62,0.64,0.5,1.09,0.5,0.93,0.52,314,15,326,11,-0.2,0.1
10,3702,2002,36,1130,-0.4,13.6,3.83,1.08,3.75,1.08,3.79,1.04,3.81,1.08,290,8,290,8,-0.4,0.1
10,3702,2002,36,1140,0.1,13.5,7.26,1.29,7.04,1.34,6.92,1.34,6.93,1.6,297,6,295,8,-1.1,0.3
10,3702,2002,36,1150,0.1,13.5,9.44,0.48,9.27,0.48,9.27,0.56,9.64,0.67,297,4,298,2,-1.8,0.1
10,3702,2002,36,1200,0.1,13.6,9.32,0.54,9.1,0.62,9.15,0.67,9.56,0.7,292,2,297,0,-1.8,0.1
10,3702,2002,36,1210,-0.4,13.6,7.49,0.95,7.32,0.87,7.28,0.87,7.61,0.99,295,3,297,0,-1.8,0
10,3702,2002,36,1220,-0.4,13.7,6.57,0.56,6.27,0.59,6.12,0.59,6.31,0.59,267,12,284,16,-1.1,0.5
10,3702,2002,36,1230,-0.4,13.7,8.14,0.7,7.65,0.67,7.11,0.7,7.36,0.76,257,3,253,4,0.1,0.2
10,3702,2002,36,1240,-0.4,13.7,7.63,0.7,7.15,0.8,6.42,0.76,6.57,0.8,257,4,255,5,0.5,0.1
10,3702,2002,36,1250,0.1,13.7,6.5,0.76,5.86,0.73,5.32,0.67,5.4,0.7,254,6,256,8,0.3,0.1
10,3702,2002,36,1300,0.1,13.7,4.32,0.95,4.09,0.87,3.85,0.76,3.86,0.76,269,10,271,12,0.3,0.1
10,3702,2002,36,1310,0.5,13.7,3.17,0.83,3.03,0.7,2.87,0.56,2.86,0.59,272,18,284,14,-0.2,0.1
10,3702,2002,36,1320,0.5,13.7,5.47,0.62,4.99,0.56,4.46,0.59,4.47,0.59,244,6,245,7,0.8,0.4
10,3702,2002,36,1330,0.5,13.7,5.21,1.04,5.07,1.34,4.87,1.53,4.93,1.6,270,18,278,15,0.8,0.5
10,3702,2002,36,1340,0.9,13.7,7.59,0.8,7.45,0.7,7.23,0.76,7.32,0.76,287,4,284,3,-0.2,0.1
10,3702,2002,36,1350,0.9,13.7,5.44,0.95,5.47,0.87,5.52,0.76,5.58,0.8,280,10,274,8,0.3,0.2
10,3702,2002,36,1400,0.9,13.7,4.82,0.56,4.84,0.54,4.81,0.52,4.86,0.54,284,11,278,10,0.8,0.1
10,3702,2002,36,1410,0.9,13.7,4.87,0.45,4.76,0.44,4.64,0.44,4.71,0.45,297,4,289,5,1.2,0.1
10,3702,2002,36,1420,0.9,13.7,3.6,0.64,3.56,0.56,3.49,0.56,3.48,0.59,289,5,287,7,1.5,0
10,3702,2002,36,1430,1.4,13.7,3.11,0.56,3.06,0.54,2.84,0.54,2.83,0.54,261,17,249,17,2,0.3
10,3702,2002,36,1440,1.4,13.7,3.06,0.64,2.97,0.62,2.74,0.52,2.72,0.54,262,13,248,15,2.9,0.4
10,3702,2002,36,1450,1.8,13.7,2.03,0.8,2.06,0.76,2,0.64,1.94,0.67,275,13,262,13,3.6,0.2
10,3702,2002,36,1500,2.7,13.7,2.5,1.04,2.64,0.91,2.73,0.87,2.68,0.95,291,11,288,12,3.9,0.1
10,3702,2002,36,1510,3.1,13.7,3.37,0.48,3.34,0.5,3.35,0.5,3.35,0.54,297,7,295,6,3.9,0.1
10,3702,2002,36,1520,3.5,13.7,3.68,0.56,3.46,0.56,3.49,0.54,3.26,0.62,302,8,301,9,3.6,0.1
10,3702,2002,36,1530,4.4,13.7,2.92,0.62,2.83,0.62,2.8,0.59,2.67,0.67,295,12,298,11,3.6,0
10,3702,2002,36,1540,4.8,13.7,2.5,0.52,2.4,0.52,2.28,0.52,2.26,0.52,273,9,270,10,4.1,0.2
10,3702,2002,36,1550,5.3,13.7,4.12,0.99,4.17,0.99,4.15,0.99,4.18,1.04,284,6,284,5,4.4,0.2
10,3702,2002,36,1600,5.7,13.7,5.48,0.52,5.4,0.5,5.29,0.48,5.37,0.5,275,3,272,3,3.9,0.1
10,3702,2002,36,1610,5.7,13.7,5.4,0.54,5.21,0.54,5.04,0.56,5.11,0.59,278,4,275,4,3.6,0
10,3702,2002,36,1620,5.7,13.7,5.32,0.59,5.08,0.62,4.81,0.59,4.89,0.59,258,7,253,9,3.6,0.1
10,3702,2002,36,1630,6.1,13.7,5.09,0.62,4.74,0.67,4.41,0.62,4.48,0.62,249,4,244,5,3.9,0.1
10,3702,2002,36,1640,6.1,13.7,4.98,0.4,5.03,0.4,5.33,0.44,5.41,0.44,240,2,247,2,3.6,0.1
10,3702,2002,36,1650,6.1,13.7,3.89,0.48,3.77,0.52,3.93,0.64,3.96,0.64,236,2,242,3,3.6,0.1
10,3702,2002,36,1700,6.1,13.7,3.62,0.8,3.35,0.76,3.14,0.76,3.02,0.67,264,29,271,32,3.6,0.2
10,3702,2002,36,1710,5.7,13.3,3.86,0.52,3.67,0.48,3.67,0.48,3.53,0.5,299,9,302,12,2.7,0.2
10,3702,2002,36,1720,5.7,13.2,3.49,0.4,3.61,0.48,3.73,0.48,3.8,0.5,288,6,293,3,2.4,0.2
10,3702,2002,36,1730,5.3,13.2,3.87,0.56,3.77,0.48,3.83,0.5,3.89,0.52,301,7,296,4,2.2,0.1
10,3702,2002,36,1740,4.8,13.1,5.12,0.37,4.93,0.35,4.93,0.37,5.13,0.42,304,2,298,3,2.2,0.1
10,3702,2002,36,1750,4.4,13.1,5.02,0.48,4.94,0.45,5.03,0.48,5.16,0.5,300,6,295,5,2.4,0.1
10,3702,2002,36,1800,4.4,13.1,4.46,0.73,4.34,0.64,4.34,0.67,4.39,0.67,280,15,282,11,2.7,0.2
10,3702,2002,36,1810,4,13.1,5.26,0.62,5.03,0.56,4.74,0.56,4.83,0.59,250,10,255,11,3.4,0.1
10,3702,2002,36,1820,3.5,13.1,6.44,0.64,5.83,0.59,5.32,0.54,5.35,0.52,228,4,227,5,3.4,0.1
10,3702,2002,36,1830,3.5,13.1,7.53,0.56,6.78,0.56,6.27,0.54,6.23,0.54,222,3,219,3,3.6,0.1
10,3702,2002,36,1840,3.1,13.1,7.87,0.67,6.86,0.64,6.13,0.67,6.24,0.7,235,6,233,9,3.6,0.2
10,3702,2002,36,1850,3.1,13.1,6.81,0.8,6.23,0.7,5.57,0.64,5.67,0.64,258,12,267,17,2.9,0.3
10,3702,2002,36,1900,3.1,13,3.73,0.91,3.43,0.83,3.47,0.76,3.26,0.95,293,11,301,7,2.4,0.1
10,3702,2002,36,1910,2.7,13,4.16,0.83,3.7,0.87,3.34,0.91,3.35,0.91,269,9,280,9,3.2,0.1
10,3702,2002,36,1920,2.7,13,5.77,0.5,5.71,0.52,5.67,0.54,5.72,0.54,268,5,272,4,2.9,0.2
10,3702,2002,36,1930,2.7,13,4.41,0.54,4.26,0.54,4.17,0.42,4.26,0.4,289,6,290,5,2.9,0.1
10,3702,2002,36,1940,2.2,13,5.19,0.42,4.93,0.38,4.92,0.37,5.08,0.4,304,3,301,3,2.9,0.1
10,3702,2002,36,1950,2.2,13,4.81,0.45,4.7,0.4,4.8,0.38,4.91,0.45,302,3,299,4,2.9,0.1
10,3702,2002,36,2000,2.2,13,4.02,0.8,3.81,0.8,3.74,0.76,3.82,0.8,281,12,291,7,3.4,0.2
10,3702,2002,36,2010,2.2,13,3.26,0.83,2.64,0.73,2.3,0.52,2.31,0.52,235,27,240,41,3.6,0.3
10,3702,2002,36,2020,2.2,13,2.94,1.34,2.63,1.04,2.58,0.67,2.54,0.7,231,28,220,30,2.2,0.2
10,3702,2002,36,2030,1.8,13,4.48,0.56,4.14,0.45,3.8,0.4,3.8,0.42,235,8,230,12,2.9,0.2
10,3702,2002,36,2040,1.8,13,4.65,0.56,4.34,0.5,4.21,0.42,4.19,0.44,226,4,221,7,2.9,0.1
10,3702,2002,36,2050,1.8,13,3.71,0.76,3.37,0.87,3.34,0.87,3.26,0.8,202,10,183,17,2.4,0.5
10,3702,2002,36,2100,1.8,13,2.55,0.62,2.1,0.59,2.12,0.56,2.02,0.59,192,12,179,3,2,0.3
10,3702,2002,36,2110,1.4,13,3.3,0.56,2.87,0.64,2.66,0.62,2.59,0.64,225,7,216,6,3.2,0.3
10,3702,2002,36,2120,1.4,13,3.24,0.44,3.07,0.42,3.1,0.4,2.99,0.42,197,14,184,12,3.6,0.1
10,3702,2002,36,2130,1.4,13,2.61,0.62,2.44,0.76,2.72,0.67,2.65,0.67,192,19,179,17,3.6,0.1
10,3702,2002,36,2140,1.4,13,2.3,0.45,2.15,0.45,2.58,0.48,2.54,0.48,194,11,171,11,3.4,0.4
10,3702,2002,36,2150,1.4,13,3.39,0.64,2.98,0.64,2.73,0.56,2.67,0.59,219,5,207,11,2.7,0.1
10,3702,2002,36,2200,1.4,13,3.18,0.67,2.95,0.56,2.9,0.5,2.85,0.5,200,9,190,13,2.9,0.1
10,3702,2002,36,2210,1.4,13,3.05,0.52,2.71,0.52,2.58,0.5,2.51,0.48,194,5,176,6,2.7,0.1
10,3702,2002,36,2220,1.4,12.9,4.29,0.67,3.72,0.62,3.41,0.56,3.29,0.52,201,2,197,5,2.7,0.1
10,3702,2002,36,2230,1.4,12.9,4.67,0.44,4.26,0.45,4.14,0.37,4,0.37,211,6,200,4,2.7,0.1
10,3702,2002,36,2240,1.4,12.9,5.09,0.56,4.72,0.52,4.42,0.44,4.32,0.44,209,4,211,3,2.4,0.2
10,3702,2002,36,2250,0.9,12.9,3.68,0.62,3.26,0.59,3.15,0.48,3.07,0.45,201,3,204,3,2.7,0.2
10,3702,2002,36,2300,0.9,12.9,4.74,0.64,4.18,0.64,3.77,0.52,3.71,0.52,214,3,212,2,2.7,0.1
10,3702,2002,36,2310,0.9,12.9,4.46,0.52,4.32,0.56,3.95,0.48,3.87,0.45,215,2,212,3,2.9,0.2
10,3702,2002,36,2320,0.9,12.9,4.23,0.29,4.07,0.29,3.85,0.38,3.75,0.38,211,3,206,3,3.6,0.2
10,3702,2002,36,2330,0.9,12.9,4.12,0.52,4.1,0.54,4.03,0.48,3.89,0.45,203,5,195,3,2.9,0.3
10,3702,2002,36,2340,0.9,12.9,3.75,0.4,3.49,0.37,3.33,0.35,3.23,0.38,215,3,201,3,3.4,0.3
10,3702,2002,36,2350,0.9,12.9,2.87,0.52,2.64,0.5,2.53,0.5,2.51,0.5,227,6,218,8,3.6,0.1
10,3702,2002,36,2400,0.9,12.9,3.35,0.5,2.87,0.52,2.53,0.5,2.53,0.5,227,3,227,2,3.9,0.1
10,3702,2002,37,10,0.9,12.9,2.9,0.38,3.06,0.38,3.3,0.28,3.34,0.27,237,6,233,4,4.4,0.1
10,3702,2002,37,20,0.9,12.9,3.21,0.5,3.02,0.67,2.84,0.64,2.74,0.76,255,11,272,27,3.6,0.6
10,3702,2002,37,30,0.9,12.9,1.33,0.91,1.12,0.8,1.32,0.83,1.15,0.73,276,43,308,76,2.9,0.3
10,3702,2002,37,40,0.9,12.9,0.67,0.44,0.43,0.24,0.58,0.38,0.51,0.34,324,35,353,54,2.7,0.1
10,3702,2002,37,50,0.9,12.9,1.21,0.87,0.88,0.76,1.1,0.7,1.18,0.64,204,28,242,79,2.2,0.4
10,3702,2002,37,100,0.9,12.9,3.38,0.62,2.96,0.64,2.77,0.48,2.72,0.5,232,11,203,13,2,0.4
10,3702,2002,37,110,0.9,12.9,4.25,0.34,3.92,0.37,3.6,0.38,3.65,0.4,249,2,240,3,2.7,0.1
10,3702,2002,37,120,0.9,12.9,3.65,0.38,3.19,0.5,2.87,0.59,2.83,0.59,259,4,267,13,2.9,0.4
10,3702,2002,37,130,0.9,12.9,3.14,0.44,2.86,0.45,2.73,0.45,2.64,0.54,296,11,296,5,3.6,0.1
10,3702,2002,37,140,0.9,12.9,1.88,0.56,1.55,0.62,1.76,0.52,1.72,0.52,275,18,278,18,3.6,0.1
10,3702,2002,37,150,0.9,12.9,1.75,0.35,1.56,0.4,1.76,0.32,1.73,0.35,267,12,242,13,3.6,0.2
10,3702,2002,37,200,0.9,12.9,0.57,0.5,0.51,0.37,0.56,0.45,0.54,0.44,170,83,236,7,2.7,0.1
10,3702,2002,37,210,0.9,12.9,0.63,0.48,0.71,0.7,0.86,0.83,0.85,0.8,108,32,213,30,2.9,0.1
10,3702,2002,37,220,0.9,12.9,1.91,0.5,2.22,0.44,2.57,0.44,2.51,0.44,166,4,166,2,2,0.4
10,3702,2002,37,230,0.9,12.9,3.46,0.76,3.03,0.73,2.99,0.54,2.93,0.5,184,9,172,12,0.8,0.2
10,3702,2002,37,240,0.9,12.9,4.01,0.37,3.86,0.38,3.73,0.38,3.6,0.35,196,1,194,2,2,0.3
10,3702,2002,37,250,0.9,12.9,2.92,0.54,2.93,0.52,2.77,0.48,2.7,0.48,203,3,200,4,2.7,0.2
10,3702,2002,37,300,0.9,12.9,2.15,0.44,1.87,0.29,2.08,0.37,2.02,0.37,211,4,201,7,3.4,0.1
10,3702,2002,37,310,0.9,12.9,1.34,0.4,1.27,0.5,1.77,0.5,1.72,0.48,201,11,180,11,2.9,0.3
10,3702,2002,37,320,0.9,12.9,1.79,0.64,2.14,0.64,2.73,0.38,2.67,0.38,165,12,164,4,1.5,0.3
10,3702,2002,37,330,0.9,12.9,2.14,0.56,1.78,0.59,1.96,0.54,1.89,0.56,194,19,178,8,1.7,0.1
10,3702,2002,37,340,0.9,12.6,3.23,0.4,2.77,0.38,2.54,0.34,2.45,0.35,211,3,195,3,2,0.1
10,3702,2002,37,350,1.4,12.7,3.27,0.38,2.83,0.38,2.67,0.32,2.61,0.29,213,5,203,9,2,0
10,3702,2002,37,400,1.4,12.7,2.64,0.45,2.26,0.54,2.41,0.48,2.34,0.45,208,7,186,2,1.7,0.1
10,3702,2002,37,410,1.4,12.7,2.22,0.48,1.82,0.54,1.92,0.44,1.86,0.42,207,4,182,3,1.7,0.1
10,3702,2002,37,420,0.9,12.7,2.86,0.35,2.58,0.26,2.44,0.35,2.39,0.37,197,6,182,8,1.7,0.1
10,3702,2002,37,430,0.9,12.7,2.93,0.38,2.51,0.35,2.39,0.38,2.32,0.38,207,6,187,5,1.5,0.1
10,3702,2002,37,440,0.9,12.7,3.01,0.48,2.3,0.45,1.99,0.44,1.97,0.44,232,5,213,11,1.7,0.1
10,3702,2002,37,450,0.9,12.7,1.86,0.48,0.94,0.48,1.09,0.4,1.04,0.42,218,8,187,22,1.7,0.1
10,3702,2002,37,500,0.9,12.8,1.13,0.62,0.6,0.54,0.63,0.56,0.6,0.52,252,25,185,38,1.5,0.1
10,3702,2002,37,510,0.9,12.8,2.42,0.54,2,0.62,1.86,0.62,1.82,0.64,287,12,291,9,2,0.1
10,3702,2002,37,520,0.9,12.8,1.78,0.95,1.63,0.91,1.86,0.83,1.69,0.87,320,11,309,10,2,0.1
10,3702,2002,37,530,0.9,12.8,1.39,0.62,1.07,0.56,1.18,0.64,1.16,0.64,194,54,213,64,2,0.1
10,3702,2002,37,540,0.9,12.8,2.32,0.62,1.88,0.59,1.84,0.44,1.76,0.44,205,7,187,11,2.2,0.1
10,3702,2002,37,550,0.9,12.8,3.38,0.45,3.01,0.4,2.87,0.4,2.81,0.37,206,5,192,7,2.4,0.1
10,3702,2002,37,600,0.9,12.8,2.31,0.38,2.15,0.37,2.41,0.4,2.33,0.4,200,3,182,3,2.2,0
10,3702,2002,37,610,0.9,12.8,1.91,0.35,1.59,0.38,1.78,0.44,1.73,0.44,208,3,183,1,2.2,0
10,3702,2002,37,620,0.9,12.8,2.1,0.48,1.69,0.4,1.76,0.32,1.69,0.35,194,6,179,2,2.2,0.1
10,3702,2002,37,630,0.9,12.8,2.91,0.42,2.57,0.52,2.39,0.5,2.36,0.48,186,7,166,8,2.4,0.1
10,3702,2002,37,640,0.9,12.8,4.38,0.38,4.14,0.31,4.14,0.37,3.97,0.4,202,3,196,3,2,0.1
10,3702,2002,37,650,0.9,12.8,3.39,0.48,3.42,0.45,3.67,0.4,3.56,0.38,207,4,200,3,1.5,0.1
10,3702,2002,37,700,0.9,12.8,2.93,0.4,3.15,0.4,3.34,0.34,3.27,0.35,220,3,211,1,2,0.1
10,3702,2002,37,710,0.9,12.8,2.55,0.44,2.62,0.62,2.96,0.52,2.87,0.54,222,5,201,4,2.7,0.1
10,3702,2002,37,720,0.9,12.8,2.87,0.37,2.87,0.38,2.98,0.44,2.98,0.45,235,7,227,13,2.9,0.1
10,3702,2002,37,730,0.9,12.8,3.96,0.45,4.09,0.54,4.46,0.5,4.52,0.5,262,3,259,3,2.4,0.1
10,3702,2002,37,740,0.9,12.8,3.39,0.64,3.21,0.73,3.3,0.73,3.31,0.73,252,13,250,13,3.2,0.2
10,3702,2002,37,750,0.9,12.8,2.67,0.76,2.26,0.76,2.37,0.67,2.29,0.7,217,7,205,13,3.6,0
10,3702,2002,37,800,1.4,12.8,3.98,0.54,3.62,0.5,3.49,0.5,3.52,0.52,234,4,227,9,2.9,0.3
10,3702,2002,37,810,1.4,12.8,5.09,0.45,4.83,0.44,4.83,0.45,4.91,0.48,244,4,246,4,2.2,0.1
10,3702,2002,37,820,1.4,12.8,5.8,0.48,5.32,0.44,5.04,0.38,5.03,0.35,228,9,230,11,2.9,0.2
10,3702,2002,37,830,1.4,12.8,5.08,0.42,4.76,0.42,4.52,0.4,4.53,0.4,227,4,227,5,2.7,0.1
10,3702,2002,37,840,1.4,12.8,4.65,0.42,4.34,0.42,4.28,0.37,4.32,0.38,229,5,233,3,2.9,0.2
10,3702,2002,37,850,1.8,12.9,4.31,0.44,4.07,0.44,3.82,0.54,3.84,0.56,245,8,250,10,3.4,0.1
10,3702,2002,37,900,1.8,13.1,4.09,0.5,3.82,0.5,3.65,0.48,3.67,0.5,239,12,244,13,3.2,0.2
10,3702,2002,37,910,1.8,13.1,4.92,0.59,4.54,0.52,4.31,0.56,4.33,0.59,237,9,242,9,3.6,0.1
10,3702,2002,37,920,2.2,13.2,4.81,0.7,4.39,0.64,4,0.7,4.01,0.73,246,14,257,19,3.2,0.7
10,3702,2002,37,930,2.2,13.3,4.11,0.48,3.62,0.62,3.3,0.52,3.31,0.54,250,8,264,14,1.7,0.3
10,3702,2002,37,940,2.2,13.4,4.04,0.45,3.61,0.38,3.47,0.28,3.44,0.29,227,8,226,12,3.4,0.4
10,3702,2002,37,950,2.7,13.4,5.4,0.45,4.92,0.52,4.64,0.62,4.63,0.59,229,7,225,8,3.9,0.1
10,3702,2002,37,1000,2.7,13.6,4.58,1.04,4.25,1.04,4.04,1.13,3.88,1.13,208,5,203,4,3.6,0.1
10,3702,2002,37,1010,3.1,13.6,3.31,0.32,3.02,0.45,2.65,0.73,2.55,0.73,218,7,212,11,3.4,0.1
10,3702,2002,37,1020,3.1,13.6,3.09,0.54,2.91,0.54,2.88,0.56,2.85,0.56,222,10,222,11,4.6,0.6
10,3702,2002,37,1030,3.5,13.6,4.48,0.95,4.23,0.99,4.3,1.04,4.17,0.99,204,7,200,7,5.9,0.2
10,3702,2002,37,1040,4,13.6,4.41,0.62,4.1,0.62,4.15,0.62,4,0.62,209,8,203,9,6.1,0.2
10,3702,2002,37,1050,4.4,13.6,3.82,0.56,3.57,0.48,3.7,0.48,3.61,0.45,218,7,214,8,6.4,0.1
10,3702,2002,37,1100,4.8,13.6,3.61,0.5,3.46,0.52,3.57,0.52,3.44,0.5,203,6,195,7,6.4,0
10,3702,2002,37,1110,5.3,13.6,3.88,0.76,3.77,0.76,3.99,0.73,3.88,0.7,207,7,201,8,6.4,0.1
10,3702,2002,37,1120,5.7,13.6,4.34,0.64,4.04,0.62,4.1,0.56,3.97,0.56,201,7,196,7,6.6,0.1
10,3702,2002,37,1130,5.7,13.6,3.57,0.62,3.26,0.7,3.23,0.64,3.14,0.64,209,12,206,13,7.1,0.1
10,3702,2002,37,1140,6.1,13.6,4.76,0.7,4.51,0.62,4.47,0.62,4.33,0.59,199,11,195,11,7.1,0.1
10,3702,2002,37,1150,6.5,13.6,4.15,0.62,3.77,0.56,3.96,0.56,3.88,0.56,177,9,170,8,7.6,0.1
10,3702,2002,37,1200,6.5,13.6,2.99,0.7,2.68,0.76,2.83,0.76,2.8,0.76,166,10,164,6,7.6,0.1
10,3702,2002,37,1210,7,13.6,3.48,0.73,3.17,0.7,3.2,0.7,3.13,0.7,203,8,196,8,8.1,0.1
10,3702,2002,37,1220,7.4,13.6,2.42,0.7,2.32,0.76,2.47,0.67,2.44,0.67,212,22,201,23,8.4,0.2
10,3702,2002,37,1230,7.4,13.7,3,0.87,2.76,0.95,2.65,0.91,2.62,0.87,232,16,239,27,8.7,0.5
10,3702,2002,37,1240,7.8,13.7,3.56,1.23,3.3,1.18,3.43,1.04,3.33,1.04,208,17,207,15,10,0.2
10,3702,2002,37,1250,8.7,13.7,3.33,0.91,3.27,0.83,3.39,0.8,3.33,0.8,200,18,193,20,10.2,0.2
10,3702,2002,37,1300,9.1,13.7,2.25,0.87,2.07,0.95,2.31,0.87,2.39,0.91,166,20,152,20,10.7,0.2
10,3702,2002,37,1310,10,13.7,3.66,0.95,3.38,1.04,3.38,1.04,3.38,0.99,178,20,169,18,11.3,0.1
10,3702,2002,37,1320,10.4,13.7,4.34,0.87,4.02,0.99,4.11,1.04,4.01,0.99,197,14,189,14,11,0.1
10,3702,2002,37,1330,11.3,13.7,5.48,0.83,5.25,0.83,5.13,0.8,5.08,0.8,221,8,218,9,11,0.1
10,3702,2002,37,1340,11.7,13.7,5.86,0.99,5.58,0.95,5.55,0.99,5.55,0.95,233,10,231,12,11,0.1
10,3702,2002,37,1350,11.7,13.7,6.16,0.83,5.86,0.8,5.93,0.83,5.65,0.76,322,12,321,7,6.4,1.8
10,3702,2002,37,1400,11.3,13.7,6.81,0.44,6.39,0.42,6.44,0.44,5.37,0.54,314,4,312,3,4.1,0.1
10,3702,2002,37,1410,10.9,13.7,5.99,0.76,5.67,0.76,5.72,0.76,4.82,0.73,315,4,309,4,4.1,0.1
10,3702,2002,37,1420,10.4,13.7,4.87,0.48,4.54,0.56,4.77,0.64,4.51,0.99,313,5,304,4,3.6,0.1
10,3702,2002,37,1430,10,13.7,4.25,0.56,3.76,0.54,3.72,0.5,3.21,0.8,304,21,315,7,3.9,0.1
10,3702,2002,37,1440,9.1,13.2,2.96,0.91,2.71,0.95,2.78,0.95,2.75,0.95,328,17,336,6,3.9,0.1
10,3702,2002,37,1450,8.7,13.2,1.79,0.87,1.03,0.87,1.18,0.87,1.11,0.91,200,86,352,66,3.9,0.1
10,3702,2002,37,1500,8.3,13.1,3.85,1.47,3.07,1.53,2.57,1.29,2.51,1.4,229,21,206,76,5.1,0.7
10,3702,2002,37,1510,8.3,13.1,5.08,1.08,4.45,0.95,4.03,0.83,4.09,0.87,239,10,240,13,7.1,0.2
10,3702,2002,37,1520,7.8,13.1,4.46,0.62,3.95,0.73,3.89,0.8,3.95,0.76,176,51,173,56,6.4,0.8
10,3702,2002,37,1530,7.8,13.1,3.02,0.76,2.37,0.64,2.45,0.62,2.44,0.59,136,23,110,19,5.1,0.2
