10,3702,,,PST,deg C,VDC,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,degtrue,deg,degtrue,deg,deg C,deg C
10,3702,2003,1,310,1.4,13,7.32,0.45,6.69,0.45,5.98,0.48,6.07,0.48,221,2,-9999,-9999,2.9,0.1
10,3702,2003,1,320,1.8,13,7.1,0.5,6.54,0.52,5.98,0.52,6.12,0.52,224,3,-9999,-9999,2.9,0.1
10,3702,2003,1,330,1.8,13,6.86,0.54,6.32,0.52,5.71,0.5,5.89,0.48,225,3,-9999,-9999,2.9,0
10,3702,2003,1,340,1.8,12.8,6.49,0.7,5.98,0.62,5.44,0.52,5.62,0.54,223,4,-9999,-9999,2.9,0.1
10,3702,2003,1,350,2.2,12.7,5.72,0.44,5.13,0.4,4.58,0.42,4.68,0.42,216,2,-9999,-9999,2.2,0.1
10,3702,2003,1,400,2.2,12.7,7.55,0.5,6.85,0.52,6.12,0.45,6.21,0.45,221,2,-9999,-9999,2.2,0.2
10,3702,2003,1,410,2.2,12.7,7.71,0.4,7.06,0.44,6.4,0.5,6.54,0.52,224,2,-9999,-9999,3.2,0.1
10,3702,2003,1,420,2.7,12.7,7.49,0.52,6.9,0.48,6.31,0.52,6.47,0.5,225,2,-9999,-9999,3.2,0.1
10,3702,2003,1,430,2.7,12.7,6.72,0.56,6.23,0.56,5.71,0.52,5.83,0.52,219,3,-9999,-9999,3.2,0.1
10,3702,2003,1,440,2.7,12.7,6.34,0.37,6.05,0.4,5.65,0.42,5.75,0.4,216,1,-9999,-9999,3.4,0.1
10,3702,2003,1,450,2.7,12.8,5.89,0.48,5.62,0.52,5.2,0.48,5.26,0.48,211,3,-9999,-9999,3.2,0.1
10,3702,2003,1,500,2.7,12.8,6.34,0.52,5.77,0.48,5.09,0.52,5.12,0.48,207,1,-9999,-9999,2.7,0.1
10,3702,2003,1,510,2.7,12.8,6.97,0.5,6.49,0.48,6.13,0.54,6.07,0.5,206,3,-9999,-9999,2.9,0.2
10,3702,2003,1,520,2.7,12.8,7.38,0.54,6.57,0.52,5.98,0.52,5.95,0.52,203,3,-9999,-9999,2.9,0.1
10,3702,2003,1,530,2.7,12.8,8.01,0.52,7.53,0.56,6.92,0.56,6.85,0.52,205,2,-9999,-9999,3.2,0.1
10,3702,2003,1,540,2.7,12.8,7.17,0.45,6.6,0.54,6.01,0.64,5.99,0.64,205,2,-9999,-9999,3.4,0.1
10,3702,2003,1,550,2.2,12.8,6.57,0.7,5.58,0.76,4.81,0.76,4.84,0.73,204,4,-9999,-9999,2.9,0.2
10,3702,2003,1,600,2.7,12.8,7.91,0.62,7.19,0.76,6.32,1.08,6.31,0.99,206,2,-9999,-9999,2.4,0.1
10,3702,2003,1,610,2.7,12.8,6.92,0.67,6.47,0.62,5.95,0.67,5.92,0.64,199,6,-9999,-9999,2.4,0.2
10,3702,2003,1,620,2.2,12.8,5.86,0.42,5.4,0.48,5.03,0.5,4.99,0.48,200,3,-9999,-9999,2.2,0
10,3702,2003,1,630,2.2,12.8,6.01,0.87,5.19,0.87,4.42,0.83,4.47,0.76,199,3,-9999,-9999,2.2,0.1
10,3702,2003,1,640,2.2,12.8,4.56,0.73,3.56,0.64,2.67,0.64,2.85,0.56,197,6,-9999,-9999,1.7,0.1
10,3702,2003,1,650,2.2,12.8,5.71,0.56,4.91,0.76,3.93,0.73,3.95,0.7,198,3,-9999,-9999,1.5,0.1
10,3702,2003,1,700,2.2,12.8,7.43,0.5,6.79,0.48,6.04,0.48,5.92,0.48,194,2,-9999,-9999,2,0.2
10,3702,2003,1,710,1.8,12.8,7.49,0.38,6.86,0.4,5.89,0.48,5.86,0.48,194,3,-9999,-9999,2.2,0.1
10,3702,2003,1,720,1.8,12.8,7.71,0.38,7.13,0.48,6.04,0.56,5.99,0.54,198,2,-9999,-9999,2.2,0.2
10,3702,2003,1,730,1.8,12.8,8.05,0.4,7.83,0.38,7.23,0.5,7.1,0.5,194,3,-9999,-9999,2.4,0.1
10,3702,2003,1,740,1.8,12.8,7.95,0.5,7.43,0.4,7.06,0.37,6.95,0.38,188,3,-9999,-9999,2.7,0.1
10,3702,2003,1,750,1.8,12.8,7.95,0.52,7.32,0.54,6.57,0.48,6.47,0.48,187,2,-9999,-9999,2.4,0.1
10,3702,2003,1,800,1.8,12.8,7.41,0.37,6.59,0.45,5.77,0.56,5.71,0.54,190,2,-9999,-9999,2.2,0.1
10,3702,2003,1,810,1.8,12.8,6.83,0.5,5.99,0.52,4.99,0.54,5.02,0.52,193,3,-9999,-9999,2,0
10,3702,2003,1,820,1.8,12.8,7.06,0.54,6.26,0.67,5.17,0.76,5.17,0.73,195,2,-9999,-9999,1.7,0.1
10,3702,2003,1,830,1.8,12.8,7.11,0.38,6.13,0.62,5.02,0.7,5.08,0.62,193,2,-9999,-9999,2,0.1
10,3702,2003,1,840,1.8,12.8,5.71,0.8,4.61,0.76,3.44,0.8,3.62,0.76,194,3,-9999,-9999,2,0
10,3702,2003,1,850,1.8,12.8,5.37,0.44,4.49,0.48,3.52,0.59,3.7,0.54,193,4,-9999,-9999,2,0.1
10,3702,2003,1,900,1.8,12.8,6.07,0.67,5.15,0.8,4.23,0.99,4.35,0.95,191,3,-9999,-9999,2,0.2
10,3702,2003,1,910,1.8,12.8,7.04,0.37,6.54,0.37,5.93,0.4,5.92,0.38,193,2,-9999,-9999,2.7,0.1
10,3702,2003,1,920,1.8,12.8,6.93,0.38,6.36,0.38,5.81,0.37,5.77,0.35,190,2,-9999,-9999,2.9,0
10,3702,2003,1,930,1.8,12.8,6.52,0.4,5.98,0.42,5.33,0.42,5.35,0.42,190,2,-9999,-9999,2.9,0
10,3702,2003,1,940,1.8,12.8,6.81,0.4,6.18,0.4,5.55,0.42,5.55,0.38,187,3,-9999,-9999,3.2,0.1
10,3702,2003,1,950,2.2,12.8,6.42,0.48,5.98,0.38,5.36,0.4,5.33,0.4,188,3,-9999,-9999,3.4,0.1
10,3702,2003,1,1000,2.2,12.8,6.07,0.38,5.58,0.29,5.13,0.35,5.15,0.35,193,1,-9999,-9999,3.6,0.1
10,3702,2003,1,1010,2.2,12.8,5.95,0.37,5.47,0.37,4.84,0.35,4.87,0.34,190,3,-9999,-9999,3.6,0.1
10,3702,2003,1,1020,2.2,12.8,5.44,0.4,4.77,0.42,4.19,0.37,4.31,0.35,180,3,-9999,-9999,3.6,0.1
10,3702,2003,1,1030,2.7,12.9,4.53,0.48,4.05,0.45,3.51,0.45,3.66,0.44,180,4,-9999,-9999,3.6,0.1
10,3702,2003,1,1040,2.7,12.9,3.95,0.45,3.39,0.52,2.92,0.5,3.13,0.45,175,4,-9999,-9999,3.6,0
10,3702,2003,1,1050,2.7,12.9,3.94,0.44,3.52,0.44,3.01,0.48,3.23,0.48,176,4,-9999,-9999,3.6,0
10,3702,2003,1,1100,2.7,12.8,3.39,0.52,3,0.44,2.42,0.59,2.74,0.52,175,6,-9999,-9999,3.6,0
10,3702,2003,1,1110,3.1,12.9,2.71,0.31,2.38,0.37,1.7,0.34,2.14,0.37,170,5,-9999,-9999,3.6,0.1
10,3702,2003,1,1120,3.1,12.9,3,0.4,2.66,0.37,2.06,0.42,2.44,0.38,153,4,-9999,-9999,3.6,0.1
10,3702,2003,1,1130,3.1,12.9,2.69,0.42,2.24,0.54,1.37,0.67,1.96,0.5,161,10,-9999,-9999,3.9,0.1
10,3702,2003,1,1140,3.1,12.9,2.62,0.64,2.16,0.52,1.39,0.56,2.07,0.48,133,16,-9999,-9999,3.9,0.1
10,3702,2003,1,1150,3.5,12.9,2.08,0.52,1.63,0.59,0.95,0.54,1.58,0.56,126,8,-9999,-9999,3.6,0.1
10,3702,2003,1,1200,3.5,12.9,2,0.5,1.04,0.56,0.4,0.22,0.64,0.52,138,10,-9999,-9999,3.6,0
10,3702,2003,1,1210,3.5,12.9,1.69,0.5,1.49,0.48,0.64,0.52,1.51,0.45,111,8,-9999,-9999,3.6,0
10,3702,2003,1,1220,3.5,12.9,2.34,0.38,2.07,0.37,1.49,0.48,1.97,0.4,110,6,-9999,-9999,3.6,0.1
10,3702,2003,1,1230,3.5,12.9,1.41,0.52,1.22,0.54,0.56,0.38,1.22,0.5,107,12,-9999,-9999,3.6,0
10,3702,2003,1,1240,3.5,12.9,1.52,0.38,1.26,0.54,0.75,0.44,1.26,0.59,104,15,-9999,-9999,3.6,0
10,3702,2003,1,1250,3.5,12.9,1.68,0.4,1.19,0.45,0.46,0.29,1.02,0.56,119,5,-9999,-9999,3.6,0.1
10,3702,2003,1,1300,3.5,12.9,2.57,0.42,2.14,0.44,1.69,0.44,2.18,0.42,126,10,-9999,-9999,3.6,0.1
10,3702,2003,1,1310,4,12.9,2.76,0.35,2.5,0.38,2.09,0.45,2.48,0.37,123,5,-9999,-9999,3.4,0.1
10,3702,2003,1,1320,4,12.9,2.92,0.42,2.63,0.44,2.22,0.5,2.54,0.45,121,5,-9999,-9999,3.2,0.1
10,3702,2003,1,1330,4,12.9,2.63,0.48,2.4,0.48,2,0.56,2.38,0.42,109,14,-9999,-9999,2.9,0
10,3702,2003,1,1340,3.5,12.9,3.09,0.56,2.67,0.54,2.08,0.7,2.54,0.56,127,19,-9999,-9999,2.9,0
10,3702,2003,1,1350,3.5,12.9,3.21,0.44,2.81,0.4,2.32,0.45,2.7,0.42,120,6,-9999,-9999,2.9,0.1
10,3702,2003,1,1400,3.5,12.9,2.52,0.5,2.14,0.5,1.45,0.62,2.05,0.5,115,6,-9999,-9999,2.9,0
10,3702,2003,1,1410,3.5,12.9,2.28,0.45,1.72,0.42,0.56,0.42,1.42,0.44,118,4,-9999,-9999,3.2,0
10,3702,2003,1,1420,3.5,13,2.84,0.35,2.29,0.4,1.19,0.52,1.89,0.4,132,4,-9999,-9999,3.2,0.1
10,3702,2003,1,1430,3.5,13.1,3.04,0.45,2.44,0.56,1.81,0.7,2.31,0.54,122,13,-9999,-9999,3.4,0.1
10,3702,2003,1,1440,3.5,13.1,3.24,0.5,2.61,0.45,1.91,0.5,2.34,0.44,121,8,-9999,-9999,3.6,0.1
10,3702,2003,1,1450,3.5,13.1,3.16,0.42,2.92,0.44,2.58,0.42,2.9,0.42,91,4,-9999,-9999,3.6,0.1
10,3702,2003,1,1500,4,13,3.43,0.44,3.07,0.45,2.66,0.48,2.94,0.44,103,7,-9999,-9999,3.6,0.1
10,3702,2003,1,1510,4,12.9,3.48,0.37,3.21,0.4,2.86,0.44,3.1,0.4,101,4,-9999,-9999,3.6,0.1
10,3702,2003,1,1520,4,12.9,2.92,0.4,2.69,0.38,2.2,0.45,2.53,0.4,84,8,-9999,-9999,3.6,0
10,3702,2003,1,1530,4,12.9,3.68,0.7,3.26,0.62,2.72,0.67,3.01,0.59,98,9,-9999,-9999,3.4,0.1
10,3702,2003,1,1540,4,12.9,3.79,0.73,3.3,0.67,2.73,0.73,3.03,0.64,94,9,-9999,-9999,3.4,0.1
10,3702,2003,1,1550,4,12.9,3.38,0.4,2.85,0.5,2.16,0.54,2.54,0.48,96,9,-9999,-9999,3.4,0.1
10,3702,2003,1,1600,4,12.9,3.05,0.38,2.76,0.4,2.07,0.5,2.47,0.4,105,3,-9999,-9999,3.4,0.1
10,3702,2003,1,1610,3.5,12.9,2.21,0.48,1.92,0.44,0.95,0.5,1.65,0.42,84,12,-9999,-9999,3.2,0
10,3702,2003,1,1620,3.5,12.9,2.23,0.54,2.04,0.59,1.22,0.76,1.88,0.56,73,5,-9999,-9999,2.9,0.1
10,3702,2003,1,1630,3.5,12.9,3.7,0.48,3.41,0.54,2.79,0.7,3.08,0.64,109,11,-9999,-9999,2.7,0.1
10,3702,2003,1,1640,3.5,12.9,3.9,0.52,3.58,0.48,3.08,0.54,3.33,0.5,123,6,-9999,-9999,2.7,0
10,3702,2003,1,1650,3.5,12.9,4.02,0.56,3.68,0.62,3.35,0.62,3.61,0.56,131,11,-9999,-9999,2.4,0.1
10,3702,2003,1,1700,3.1,12.9,3.81,0.45,3.52,0.4,3.08,0.45,3.33,0.45,124,6,-9999,-9999,2.4,0
10,3702,2003,1,1710,3.1,12.9,4.03,0.73,3.63,0.64,3.41,0.73,3.62,0.64,126,17,-9999,-9999,2.4,0
10,3702,2003,1,1720,3.1,12.9,4.46,0.7,3.9,0.62,3.48,0.64,3.7,0.59,110,6,-9999,-9999,2.4,0.1
10,3702,2003,1,1730,3.1,12.9,3.56,0.62,2.9,0.62,2.22,0.76,2.72,0.59,155,22,-9999,-9999,2.2,0
10,3702,2003,1,1740,2.7,12.9,4.57,0.64,3.6,0.67,2.33,0.67,3.14,0.54,174,13,-9999,-9999,2.2,0.1
10,3702,2003,1,1750,2.7,12.9,4.55,0.87,3.75,0.83,2.47,0.8,2.85,0.7,202,19,-9999,-9999,2.2,0.1
10,3702,2003,1,1800,2.7,12.9,3.33,1.47,2.98,1.47,2.23,1.4,2.41,1.47,261,20,-9999,-9999,2.7,0.2
10,3702,2003,1,1810,2.7,12.9,0.92,0.64,0.53,0.4,0.35,0,0.38,0.15,294,16,-9999,-9999,2.4,0.1
10,3702,2003,1,1820,2.7,12.9,2.01,0.67,1.51,0.62,0.48,0.29,1.1,0.56,242,11,-9999,-9999,2.2,0.1
10,3702,2003,1,1830,2.7,12.9,3.04,0.5,2.33,0.54,0.86,0.52,1.5,0.54,227,8,-9999,-9999,2.4,0.1
10,3702,2003,1,1840,2.7,12.9,2.75,0.76,2.2,0.67,0.72,0.5,1.42,0.5,217,6,-9999,-9999,3.2,0.3
10,3702,2003,1,1850,2.7,12.9,2.9,0.91,2.24,0.87,1.18,0.83,1.68,0.76,175,28,-9999,-9999,3.6,0.3
10,3702,2003,1,1900,2.7,12.9,3.46,1.18,2.56,1.18,1.44,1.04,1.97,0.83,187,23,-9999,-9999,2.4,0.1
10,3702,2003,1,1910,2.7,12.9,4.65,0.83,3.97,1.13,2.67,1.23,2.95,1.04,205,6,-9999,-9999,2.4,0.1
10,3702,2003,1,1920,2.2,12.9,2.1,0.59,1.62,0.73,0.54,0.42,0.92,0.67,240,13,-9999,-9999,2.4,0
10,3702,2003,1,1930,2.2,12.9,1.68,0.83,1.2,0.76,0.35,0.05,0.58,0.37,219,18,-9999,-9999,2.4,0
10,3702,2003,1,1940,2.2,12.9,1.43,0.83,1.41,0.73,0.62,0.52,1.09,0.7,182,14,-9999,-9999,2.7,0.1
10,3702,2003,1,1950,2.2,12.9,2.32,0.87,1.57,0.83,1.2,0.7,1.97,0.59,164,11,-9999,-9999,2.9,0
10,3702,2003,1,2000,2.2,12.9,2.52,1.18,1.98,1.08,0.89,0.67,1.37,0.76,204,25,-9999,-9999,2.9,0.1
10,3702,2003,1,2010,2.2,12.9,3.2,0.87,2.6,1.18,1.66,0.99,1.94,1.08,221,10,-9999,-9999,3.2,0.1
10,3702,2003,1,2020,2.2,12.9,2.77,0.62,2.32,0.59,0.95,0.52,1.56,0.52,219,8,-9999,-9999,3.6,0.1
10,3702,2003,1,2030,2.2,12.9,3.39,0.59,2.7,0.67,0.89,0.62,1.6,0.48,208,7,-9999,-9999,3.6,0
10,3702,2003,1,2040,2.2,12.9,3.63,0.44,2.92,0.48,3.16,0.83,3.44,0.7,153,17,-9999,-9999,3.2,0.2
10,3702,2003,1,2050,2.2,12.9,3.27,0.54,2.51,0.54,2.22,0.76,2.58,0.62,171,18,-9999,-9999,2.7,0.1
10,3702,2003,1,2100,2.7,12.9,3.85,0.56,3,0.62,1.83,0.52,2.17,0.45,193,4,-9999,-9999,2.9,0.1
10,3702,2003,1,2110,2.2,12.9,4.86,0.64,4,0.7,2.99,0.76,3.3,0.64,184,6,-9999,-9999,3.2,0.1
10,3702,2003,1,2120,2.2,12.9,4.94,0.7,4.21,0.7,3.2,0.7,3.8,0.48,173,9,-9999,-9999,2.9,0.2
10,3702,2003,1,2130,2.2,12.9,5.58,0.5,5.11,0.5,4.35,0.52,4.43,0.5,195,5,-9999,-9999,2.9,0.3
10,3702,2003,1,2140,2.2,12.9,5.75,0.62,5.4,0.52,4.8,0.5,4.86,0.5,194,4,-9999,-9999,4.6,0.4
10,3702,2003,1,2150,2.2,12.9,6.13,0.62,5.67,0.7,4.91,0.64,4.98,0.62,201,9,-9999,-9999,5.6,0.2
10,3702,2003,1,2200,2.2,12.9,6.95,0.73,6.1,0.64,5.17,0.56,5.4,0.59,227,5,-9999,-9999,5.6,0.1
10,3702,2003,1,2210,2.7,12.9,7.81,0.76,6.78,0.76,5.51,0.87,5.72,0.87,233,3,-9999,-9999,5.6,0.1
10,3702,2003,1,2220,2.7,12.9,4.47,1.82,4.3,1.6,3.96,1.53,4.22,1.4,175,33,-9999,-9999,4.9,0.3
10,3702,2003,1,2230,2.7,12.9,7.53,1.4,7.28,1.29,6.85,1.23,6.79,1.18,204,5,-9999,-9999,6.1,0.4
10,3702,2003,1,2240,3.1,12.9,8.96,0.8,8.53,0.76,8.1,0.73,7.99,0.73,207,4,-9999,-9999,7.1,0.2
10,3702,2003,1,2250,3.1,12.9,8.59,0.67,8.31,0.62,8.01,0.62,7.85,0.62,202,3,-9999,-9999,7.1,0.2
10,3702,2003,1,2300,3.5,12.9,8.14,0.54,7.71,0.52,7.34,0.48,7.23,0.48,200,6,-9999,-9999,6.9,0.2
10,3702,2003,1,2310,4,12.9,9,0.62,8.48,0.59,8.01,0.56,7.91,0.56,209,2,-9999,-9999,7.1,0.2
10,3702,2003,1,2320,4,12.9,7.34,0.67,6.86,0.67,6.47,0.7,6.4,0.7,204,5,-9999,-9999,7.1,0.1
10,3702,2003,1,2330,4,12.9,6.1,0.62,5.55,0.62,5.25,0.56,5.23,0.52,190,8,-9999,-9999,6.9,0.1
10,3702,2003,1,2340,4.4,12.9,6.71,0.56,6.19,0.59,5.72,0.56,5.58,0.59,191,4,-9999,-9999,6.9,0.1
10,3702,2003,1,2350,4.4,12.9,7.11,0.76,6.64,0.83,6.27,0.8,6.18,0.8,203,7,-9999,-9999,7.1,0.3
10,3702,2003,1,2400,4.4,12.9,6.57,0.64,6.26,0.59,5.89,0.59,5.83,0.54,204,5,-9999,-9999,7.1,0.1
10,3702,2003,2,10,4.8,12.9,6.5,0.67,5.99,0.7,5.58,0.7,5.51,0.7,203,8,-9999,-9999,7.1,0.1
10,3702,2003,2,20,4.8,12.9,5.57,0.7,5.03,0.73,4.57,0.76,4.57,0.73,207,7,-9999,-9999,6.9,0.1
10,3702,2003,2,30,4.8,12.9,6.59,1.04,6.04,1.04,5.67,0.95,5.58,0.91,198,7,-9999,-9999,6.9,0.1
10,3702,2003,2,40,4.8,12.9,6.18,0.87,5.81,0.91,5.51,0.76,5.43,0.73,193,9,-9999,-9999,7.1,0.1
10,3702,2003,2,50,4.8,12.9,5.61,0.56,5.24,0.59,5.19,0.52,5.13,0.5,183,5,-9999,-9999,6.6,0.1
10,3702,2003,2,100,4.8,12.9,5.95,0.59,5.19,0.62,4.83,0.67,4.77,0.64,177,7,-9999,-9999,6.1,0.6
10,3702,2003,2,110,4.8,12.9,5.65,0.8,4.78,0.76,4.39,0.76,4.38,0.76,181,8,-9999,-9999,5.6,0.2
10,3702,2003,2,120,4.8,12.9,3.14,0.62,2.67,0.56,2.42,0.62,2.46,0.56,172,9,-9999,-9999,5.9,0.1
10,3702,2003,2,130,4.8,12.9,4.26,0.99,3.52,0.87,3.2,0.76,3.29,0.76,170,14,-9999,-9999,6.1,0.1
10,3702,2003,2,140,4.8,12.9,2.49,1.34,1.95,1.18,1.8,0.91,1.94,0.83,165,36,-9999,-9999,5.9,0.1
10,3702,2003,2,150,4.8,12.9,2.98,1.04,2.5,0.87,1.99,0.91,2.17,0.83,191,23,-9999,-9999,5.9,0.1
10,3702,2003,2,200,4.8,12.9,1.42,0.67,1,0.67,0.68,0.54,0.83,0.59,267,28,-9999,-9999,5.9,0.2
10,3702,2003,2,210,4.8,12.9,1.69,0.62,1.12,0.7,0.7,0.52,0.87,0.64,237,32,-9999,-9999,5.9,0.1
10,3702,2003,2,220,4.8,12.9,2.2,0.52,1.51,0.67,1.01,0.62,1.3,0.67,157,23,-9999,-9999,5.9,0.1
10,3702,2003,2,230,4.8,12.9,2.04,0.76,1.75,0.67,1.86,0.73,2.12,0.59,130,15,-9999,-9999,5.6,0.2
10,3702,2003,2,240,4.8,12.9,4.41,0.83,4.02,0.76,3.77,0.52,3.8,0.5,99,15,-9999,-9999,4.9,0.2
10,3702,2003,2,250,4.8,12.9,4.3,0.62,4.3,0.54,3.93,0.76,3.9,0.76,80,5,-9999,-9999,4.4,0.1
10,3702,2003,2,300,4.8,12.9,3.43,0.7,3.44,0.59,3.57,0.64,3.58,0.59,103,14,-9999,-9999,4.4,0.1
10,3702,2003,2,310,4.8,12.9,4.45,0.62,4.12,0.54,3.75,0.62,3.77,0.59,115,9,-9999,-9999,4.6,0.1
10,3702,2003,2,320,4.4,12.9,4.05,0.62,3.92,0.64,3.87,0.73,3.89,0.7,124,13,-9999,-9999,4.4,0.1
10,3702,2003,2,330,4.4,12.9,3.53,0.38,2.95,0.54,2.87,0.56,3.31,0.38,139,6,-9999,-9999,4.6,0.1
10,3702,2003,2,340,4.4,12.7,4.46,0.5,4.03,0.64,3.14,0.64,3.7,0.4,131,5,-9999,-9999,4.6,0.1
10,3702,2003,2,350,4.8,12.7,4.25,0.83,4,0.76,3.52,0.5,3.58,0.42,127,6,-9999,-9999,4.6,0
10,3702,2003,2,400,4.8,12.7,2.7,0.31,2.22,0.4,2.1,0.44,2.86,0.35,143,5,-9999,-9999,4.9,0.1
10,3702,2003,2,410,4.8,12.7,2.8,0.38,2.42,0.48,1.72,0.52,2.38,0.45,153,5,-9999,-9999,5.1,0.1
10,3702,2003,2,420,4.8,12.7,2.34,0.4,2.19,0.42,1.59,0.44,1.96,0.37,188,6,-9999,-9999,5.1,0
10,3702,2003,2,430,4.8,12.7,2.1,0.48,1.54,0.52,0.79,0.59,1.21,0.7,237,10,-9999,-9999,5.6,0.1
10,3702,2003,2,440,4.8,12.7,3.93,0.99,3.65,1.08,2.99,1.47,3.3,1.29,258,17,-9999,-9999,6.1,0.2
10,3702,2003,2,450,4.8,12.7,5.39,0.56,5.24,0.59,5.02,0.56,5.21,0.56,287,4,-9999,-9999,6.6,0.1
10,3702,2003,2,500,4.8,12.7,6.13,0.42,6.1,0.44,5.95,0.4,6.13,0.4,281,6,-9999,-9999,6.6,0.1
10,3702,2003,2,510,4.8,12.8,5.51,0.7,5.48,0.62,5.33,0.59,5.54,0.76,300,6,-9999,-9999,6.4,0.1
10,3702,2003,2,520,4.8,12.8,4.93,0.76,4.84,0.73,4.64,0.76,4.25,1.13,314,7,-9999,-9999,6.4,0
10,3702,2003,2,530,5.3,12.8,3.88,0.76,3.88,0.7,3.73,0.7,3.43,0.64,320,5,-9999,-9999,6.1,0.1
10,3702,2003,2,540,5.3,12.8,3.94,0.62,3.89,0.62,3.68,0.64,3.19,0.62,313,6,-9999,-9999,6.1,0.1
10,3702,2003,2,550,5.3,12.8,4.65,0.56,4.52,0.5,4.24,0.5,4.47,0.54,299,4,-9999,-9999,6.1,0.1
10,3702,2003,2,600,5.3,12.8,5.19,0.5,4.98,0.45,4.7,0.48,4.96,0.52,297,5,-9999,-9999,5.9,0.1
10,3702,2003,2,610,5.3,12.8,5.7,0.91,5.32,0.91,4.6,0.67,4.7,0.67,276,7,-9999,-9999,5.9,0.1
10,3702,2003,2,620,5.3,12.8,6.27,0.73,6.05,0.67,5.57,0.54,5.65,0.56,265,10,-9999,-9999,6.1,0.3
10,3702,2003,2,630,5.3,12.8,6.18,0.73,5.98,0.64,5.72,0.56,5.89,0.56,255,5,-9999,-9999,7.6,0.4
10,3702,2003,2,640,5.3,12.8,5.4,0.48,5.28,0.45,5.19,0.48,5.32,0.45,262,5,-9999,-9999,8.1,0.1
10,3702,2003,2,650,5.3,12.8,5.89,0.52,5.81,0.5,5.61,0.5,5.8,0.5,260,3,-9999,-9999,7.6,0.1
10,3702,2003,2,700,5.3,12.8,6.13,0.48,6.01,0.44,5.87,0.42,6.05,0.42,255,2,-9999,-9999,8.4,0.1
10,3702,2003,2,710,5.7,12.8,6.69,0.48,6.64,0.45,6.52,0.45,6.72,0.42,248,3,-9999,-9999,8.4,0.1
10,3702,2003,2,720,5.7,12.8,7.4,0.38,7.28,0.35,7.01,0.38,7.15,0.38,242,4,-9999,-9999,8.4,0
10,3702,2003,2,730,6.1,12.8,7.34,0.59,7.11,0.54,6.59,0.59,6.74,0.62,240,4,-9999,-9999,8.4,0.1
10,3702,2003,2,740,6.1,12.8,6.81,0.5,6.4,0.45,5.92,0.42,6.07,0.44,231,3,-9999,-9999,8.4,0.1
