DateTime,US.EH1.DAT.CL93xx.TUR.001.EH01.Wind.Speed,US.EH1.DAT.CL93xx.TUR.002.EH02.Wind.Speed,US.EH1.DAT.CL93xx.TUR.003.EH03.Wind.Speed,US.EH1.DAT.CL93xx.TUR.004.EH04.Wind.Speed,US.EH1.DAT.CL93xx.TUR.005.EH05.Wind.Speed,US.EH1.DAT.CL93xx.TUR.006.EH06.Wind.Speed,US.EH1.DAT.CL93xx.TUR.007.EH07.Wind.Speed,US.EH1.DAT.CL93xx.TUR.008.EH08.Wind.Speed,US.EH1.DAT.CL93xx.TUR.001.EH01.Air.Density,US.EH1.DAT.CL93xx.TUR.002.EH02.Air.Density,US.EH1.DAT.CL93xx.TUR.003.EH03.Air.Density,US.EH1.DAT.CL93xx.TUR.004.EH04.Air.Density,US.EH1.DAT.CL93xx.TUR.005.EH05.Air.Density,US.EH1.DAT.CL93xx.TUR.006.EH06.Air.Density,US.EH1.DAT.CL93xx.TUR.007.EH07.Air.Density,US.EH1.DAT.CL93xx.TUR.008.EH08.Air.Density,US.EH1.DAT.CL93xx.TUR.001.EH01.Active.Power,US.EH1.DAT.CL93xx.TUR.002.EH02.Active.Power,US.EH1.DAT.CL93xx.TUR.003.EH03.Active.Power,US.EH1.DAT.CL93xx.TUR.004.EH04.Active.Power,US.EH1.DAT.CL93xx.TUR.005.EH05.Active.Power,US.EH1.DAT.CL93xx.TUR.006.EH06.Active.Power,US.EH1.DAT.CL93xx.TUR.007.EH07.Active.Power,US.EH1.DAT.CL93xx.TUR.008.EH08.Active.Power,US.EH1.DAT.xxxxxx.MET.001.80M.Wind.Speed,US.EH1.DAT.xxxxxx.MET.001.78M.Wind.Speed,US.EH1.DAT.xxxxxx.MET.001.76M.Wind.Dir,US.EH1.DAT.xxxxxx.MET.001.77M.Baro.Press,US.EH1.DAT.xxxxxx.MET.001.77M.Ambient.Temp,US.EH1.DAT.CL93xx.TUR.001.EH01.Blade1.Pitch.Angle,US.EH1.DAT.CL93xx.TUR.002.EH02.Blade1.Pitch.Angle,US.EH1.DAT.CL93xx.TUR.003.EH03.Blade1.Pitch.Angle,US.EH1.DAT.CL93xx.TUR.004.EH04.Blade1.Pitch.Angle,US.EH1.DAT.CL93xx.TUR.005.EH05.Blade1.Pitch.Angle,US.EH1.DAT.CL93xx.TUR.006.EH06.Blade1.Pitch.Angle,US.EH1.DAT.CL93xx.TUR.007.EH07.Blade1.Pitch.Angle,US.EH1.DAT.CL93xx.TUR.008.EH08.Blade1.Pitch.Angle,US.EH1.DAT.CL93xx.TUR.001.EH01.Turbine.Status.Code,US.EH1.DAT.CL93xx.TUR.002.EH02.Turbine.Status.Code,US.EH1.DAT.CL93xx.TUR.003.EH03.Turbine.Status.Code,US.EH1.DAT.CL93xx.TUR.004.EH04.Turbine.Status.Code,US.EH1.DAT.CL93xx.TUR.005.EH05.Turbine.Status.Code,US.EH1.DAT.CL93xx.TUR.006.EH06.Turbine.Status.Code,US.EH1.DAT.CL93xx.TUR.007.EH07.Turbine.Status.Code,US.EH1.DAT.CL93xx.TUR.008.EH08.Turbine.Status.Code
9/1/2011 0:00,12.22075702,11.37125003,13.02636667,12.47620001,11.77030002,11.96685001,12.24148335,11.53478543,1.090687269,1.089435659,1.088999987,1.08540507,1.084840696,1.082999945,1.085999966,1.085748321,2163.556667,1641.466667,2124.97,2077.536667,1850.976667,1958.346667,2017.736667,1156.566667,12.34604125,12.10347483,276.8590943,972.6413943,37.36772574,,,,,,,,,,,,,,,,
